count,bins
3700.0,9.5
4765.0,14.361386138613861
5211.0,19.222772277227723
5859.0,24.084158415841586
7013.0,28.945544554455445
6716.0,33.806930693069305
6660.0,38.66831683168317
6784.0,43.52970297029703
6461.0,48.39108910891089
6202.0,53.25247524752475
5815.0,58.11386138613861
5498.0,62.975247524752476
5099.0,67.83663366336634
4812.0,72.6980198019802
4456.0,77.55940594059406
4149.0,82.42079207920791
3740.0,87.28217821782178
3601.0,92.14356435643565
3240.0,97.0049504950495
2972.0,101.86633663366337
2774.0,106.72772277227722
2572.0,111.58910891089108
2307.0,116.45049504950495
2245.0,121.3118811881188
1954.0,126.17326732673267
1835.0,131.03465346534654
1723.0,135.8960396039604
1655.0,140.75742574257424
1509.0,145.61881188118812
1445.0,150.48019801980197
1283.0,155.34158415841583
1199.0,160.2029702970297
1147.0,165.06435643564356
1139.0,169.9257425742574
1106.0,174.7871287128713
1091.0,179.64851485148515
1021.0,184.509900990099
1022.0,189.37128712871288
926.0,194.23267326732673
884.0,199.09405940594058
898.0,203.95544554455444
852.0,208.81683168316832
838.0,213.67821782178217
762.0,218.53960396039602
719.0,223.4009900990099
793.0,228.26237623762376
740.0,233.1237623762376
717.0,237.9851485148515
710.0,242.84653465346534
736.0,247.7079207920792
663.0,252.56930693069307
690.0,257.4306930693069
669.0,262.2920792079208
651.0,267.15346534653463
612.0,272.0148514851485
615.0,276.8762376237624
571.0,281.73762376237624
593.0,286.5990099009901
561.0,291.46039603960395
543.0,296.3217821782178
562.0,301.18316831683165
555.0,306.04455445544556
531.0,310.9059405940594
529.0,315.76732673267327
550.0,320.6287128712871
536.0,325.490099009901
516.0,330.3514851485148
492.0,335.2128712871287
494.0,340.0742574257426
470.0,344.93564356435644
451.0,349.7970297029703
465.0,354.65841584158414
469.0,359.519801980198
432.0,364.38118811881185
415.0,369.24257425742576
408.0,374.1039603960396
454.0,378.96534653465346
399.0,383.8267326732673
415.0,388.68811881188117
401.0,393.549504950495
385.0,398.4108910891089
355.0,403.2722772277228
398.0,408.13366336633663
340.0,412.9950495049505
362.0,417.85643564356434
379.0,422.7178217821782
362.0,427.57920792079204
339.0,432.44059405940595
336.0,437.3019801980198
354.0,442.16336633663366
362.0,447.0247524752475
283.0,451.88613861386136
339.0,456.7475247524752
336.0,461.6089108910891
286.0,466.470297029703
279.0,471.33168316831683
325.0,476.1930693069307
223.0,481.05445544554453
241.0,485.9158415841584
215.0,490.77722772277224
112.0,495.63861386138615
,500.5
