bin_edge,ci
9.5,0.4613300468423362
14.41,0.3302187837841566
19.32,0.2736225926332559
24.23,0.2390370155941504
29.14,0.22345134366325783
34.05,0.2173902449413568
38.96,0.21462522125973205
43.870000000000005,0.21593067869295973
48.78,0.22191754196896496
53.69,0.22943528910970892
58.6,0.23705665149234195
63.510000000000005,0.24729172007398856
68.42,0.2574047078915407
73.33,0.268996445146012
78.24000000000001,0.2825512637210104
83.15,0.29404481896488277
88.06,0.3059689346042645
92.97,0.315341003270965
97.88,0.3284140687723525
102.79,0.34430988812254815
107.7,0.35660012544847275
112.61,0.36611887316284697
117.52000000000001,0.3765483800833353
122.43,0.38805500513101104
127.34,0.40302816340408987
132.25,0.41229332956308784
137.16,0.41992828088418244
142.07,0.4318371596545425
146.98000000000002,0.43840863458307083
151.89000000000001,0.44310760342666156
156.8,0.44343026430129284
161.71,0.4468513025278792
166.62,0.45096429796309456
171.53,0.4566953767087784
176.44,0.4626847011852034
181.35,0.4685155990286012
186.26,0.46990346607656547
191.17000000000002,0.4723342583323628
196.08,0.4739950710734937
200.99,0.47625702996778596
205.9,0.479031006245336
210.81,0.4807974657456291
215.72,0.4868397121167656
220.63,0.48403043871449586
225.54000000000002,0.4852935002319852
230.45000000000002,0.48708000675561386
235.36,0.48773188163979664
240.27,0.4884729032675426
245.18,0.490723008090798
250.09,0.4878474429667143
255.0,0.483895185698507
259.90999999999997,0.4851903043308754
264.82,0.4820788348478346
269.73,0.48040591701292923
274.64,0.47752879247904484
279.55,0.4817231051657427
284.46000000000004,0.4805049577678787
289.37,0.4818968974268775
294.28000000000003,0.4802571318104279
299.19,0.4813822429491062
304.1,0.48000782868645137
309.01,0.47528979969297536
313.92,0.4726204725419262
318.83,0.4644496510860915
323.74,0.46201217598998573
328.65000000000003,0.45716482911779466
333.56,0.4603829784590221
338.47,0.4564143706953083
343.38,0.4510218474050005
348.29,0.4484541087470527
353.2,0.4391583399628768
358.11,0.4333996400917203
363.02,0.42887744499415154
367.93,0.4269924493084876
372.84000000000003,0.4294345148328831
377.75,0.42378512553239045
382.66,0.4083120262568132
387.57,0.41801544599650803
392.48,0.39831615550064503
397.39,0.38431913339502627
402.3,0.37594660650928263
407.21000000000004,0.36695921607205595
412.12,0.35923544591735496
417.03000000000003,0.34217796474212075
421.94,0.3272569709333306
426.85,0.3050271471249928
431.76,0.2896311976700973
436.67,0.2829665939163607
441.58000000000004,0.25305489883461507
446.49,0.22660020878651477
451.40000000000003,0.19254361248154328
456.31,0.15886120551258373
461.22,0.11086380154214288
466.13,0.05613178029303991
471.04,-0.02240134883520863
475.95,-0.12372723122579829
480.86,-0.2018237548813358
485.77000000000004,-0.26164936541041645
490.68,-0.3596996672061617
495.59000000000003,-0.5685724545387689
500.5,
