count,bins
268055.0,9.5
366622.0,14.361386138613861
433283.0,19.222772277227723
476650.0,24.084158415841586
511834.0,28.945544554455445
535919.0,33.806930693069305
543478.0,38.66831683168317
557251.0,43.52970297029703
553822.0,48.39108910891089
556090.0,53.25247524752475
553628.0,58.11386138613861
540865.0,62.975247524752476
535520.0,67.83663366336634
526271.0,72.6980198019802
516605.0,77.55940594059406
502266.0,82.42079207920791
491008.0,87.28217821782178
473287.0,92.14356435643565
468023.0,97.0049504950495
461361.0,101.86633663366337
452333.0,106.72772277227722
441745.0,111.58910891089108
436712.0,116.45049504950495
428566.0,121.3118811881188
417741.0,126.17326732673267
409808.0,131.03465346534654
409248.0,135.8960396039604
402218.0,140.75742574257424
399613.0,145.61881188118812
391168.0,150.48019801980197
386228.0,155.34158415841583
382849.0,160.2029702970297
378419.0,165.06435643564356
372284.0,169.9257425742574
367460.0,174.7871287128713
365396.0,179.64851485148515
359400.0,184.509900990099
357692.0,189.37128712871288
348752.0,194.23267326732673
343895.0,199.09405940594058
339901.0,203.95544554455444
335508.0,208.81683168316832
332972.0,213.67821782178217
325324.0,218.53960396039602
328521.0,223.4009900990099
321508.0,228.26237623762376
316898.0,233.1237623762376
310031.0,237.9851485148515
305354.0,242.84653465346534
304985.0,247.7079207920792
299740.0,252.56930693069307
299604.0,257.4306930693069
294180.0,262.2920792079208
289244.0,267.15346534653463
287168.0,272.0148514851485
283643.0,276.8762376237624
275451.0,281.73762376237624
270164.0,286.5990099009901
269608.0,291.46039603960395
262503.0,296.3217821782178
259791.0,301.18316831683165
250919.0,306.04455445544556
242702.0,310.9059405940594
236316.0,315.76732673267327
228271.0,320.6287128712871
229079.0,325.490099009901
223278.0,330.3514851485148
215058.0,335.2128712871287
214846.0,340.0742574257426
205351.0,344.93564356435644
195483.0,349.7970297029703
193778.0,354.65841584158414
186719.0,359.519801980198
181930.0,364.38118811881185
175570.0,369.24257425742576
164304.0,374.1039603960396
159162.0,378.96534653465346
150121.0,383.8267326732673
144456.0,388.68811881188117
138683.0,393.549504950495
132305.0,398.4108910891089
128274.0,403.2722772277228
120904.0,408.13366336633663
113468.0,412.9950495049505
107080.0,417.85643564356434
97234.0,422.7178217821782
88781.0,427.57920792079204
81821.0,432.44059405940595
72800.0,437.3019801980198
64268.0,442.16336633663366
52155.0,447.0247524752475
45955.0,451.88613861386136
39969.0,456.7475247524752
30748.0,461.6089108910891
24459.0,466.470297029703
18084.0,471.33168316831683
11023.0,476.1930693069307
6927.0,481.05445544554453
3425.0,485.9158415841584
1414.0,490.77722772277224
163.0,495.63861386138615
,500.5
