id_succ,time_to_target
0,34.53
1,55.95
2,47.96
3,40.48
4,93.43
5,122.29
6,47.69
7,50.78
8,61.22
9,26.21
11,57.28
12,51.59
13,82.96
14,7.26
15,19.45
16,12.43
17,38.96
18,86.56
19,47.09
20,41.09
21,122.2
22,39.5
23,38.81
24,34.24
25,40.85
26,59.05
27,81.09
28,21.71
29,34.59
30,36.34
31,48.89
32,38.63
33,49.48
34,18.29
35,28.83
36,31.41
37,44.32
38,48.17
39,38.53
40,28.56
41,29.58
42,114.83
43,30.69
44,55.37
45,49.58
46,26.2
47,11.04
48,164.55
49,49.98
50,40.79
51,23.74
53,27.25
54,49.4
55,26.73
56,99.11
57,46.04
58,46.73
59,39.21
60,17.29
61,51.37
62,32.6
63,23.91
64,55.59
65,52.56
66,29.08
67,26.66
68,37.74
69,20.35
70,48.22
71,82.96
72,102.86
73,38.71
74,70.48
75,7.14
76,18.24
77,41.57
78,57.25
79,39.99
80,31.41
81,79.54
82,19.88
83,29.91
84,66.42
85,27.77
86,28.15
87,17.37
88,66.5
89,56.04
90,53.32
91,49.11
92,20.04
93,50.89
94,40.07
95,71.42
96,39.51
97,3.7
98,42.47
99,64.6
100,52.13
101,21.85
102,96.83
103,118.1
104,44.07
105,41.74
106,46.39
107,40.91
108,53.47
109,36.43
110,29.69
111,56.51
112,82.08
113,68.79
114,39.86
115,87.31
117,29.5
118,44.3
119,101.31
120,42.09
121,40.45
122,50.98
123,98.11
124,56.98
125,46.83
126,6.6
127,26.44
128,73.67
129,29.94
130,26.31
131,41.81
132,25.93
133,43.62
134,42.81
135,50.5
136,43.99
137,94.43
138,27.51
139,49.14
140,47.33
141,33.64
142,41.47
144,25.8
145,48.0
146,11.97
147,52.63
148,45.75
149,57.5
150,32.96
151,61.41
152,41.62
153,32.81
154,27.63
155,46.38
156,87.7
157,25.54
158,30.72
159,42.22
160,27.25
161,36.38
162,47.4
163,31.99
164,51.32
166,47.86
167,45.2
168,73.83
169,21.46
170,67.23
171,8.29
172,27.76
173,4.77
174,47.86
175,17.26
176,17.26
177,86.93
178,56.05
179,70.38
180,20.06
181,71.65
182,68.13
183,33.46
184,76.9
185,36.51
186,43.66
187,40.58
188,55.27
189,70.12
190,56.17
191,21.54
192,16.94
193,75.82
194,36.2
195,91.3
196,55.41
197,34.99
198,10.99
199,103.76
200,23.72
201,42.68
202,90.41
203,41.26
204,11.6
205,25.44
206,41.87
207,32.1
208,47.26
209,37.08
210,49.23
211,59.53
212,63.3
213,33.51
214,36.54
215,30.09
216,33.39
217,32.75
218,43.6
220,58.45
221,30.08
222,21.93
223,56.1
224,32.24
225,69.98
226,62.53
227,16.12
228,70.44
229,72.2
230,19.88
231,57.84
232,23.75
233,18.24
234,23.52
235,47.62
236,31.22
237,66.68
238,49.05
239,42.77
241,16.43
242,49.41
243,18.61
244,80.22
245,21.26
246,35.62
247,44.78
248,22.06
249,28.27
250,33.41
252,37.75
253,36.16
254,52.95
255,27.84
256,32.1
257,61.58
258,78.37
259,43.07
260,40.81
261,19.31
262,5.53
263,55.65
264,30.35
265,47.39
266,22.02
267,36.95
268,17.59
269,38.21
270,57.71
271,50.95
272,25.68
273,42.44
274,50.84
275,72.09
277,78.27
278,53.75
279,93.07
280,30.73
281,53.79
282,29.97
283,41.74
284,18.94
285,78.37
286,78.21
287,62.26
288,81.11
289,41.85
290,110.07
291,12.56
292,39.59
293,42.69
294,38.74
295,21.14
296,48.64
297,62.98
298,30.35
299,45.56
300,38.53
301,38.58
302,69.07
303,21.11
304,34.04
305,23.58
306,44.48
307,40.18
308,93.83
