bin_edge,ci
9.5,0.4427373834310933
14.41,0.31399097173842255
19.32,0.25901128998305484
24.23,0.22397134838501986
29.14,0.20447372189876462
34.05,0.19409713122812292
38.96,0.1896104172706181
43.870000000000005,0.19031880927279507
48.78,0.19152576589980827
53.69,0.19587283248320936
58.6,0.2034995097698749
63.510000000000005,0.2096419039284904
68.42,0.21657005313837183
73.33,0.22564793189538582
78.24000000000001,0.23731378187544425
83.15,0.24608814677283483
88.06,0.257308044246398
92.97,0.2676707111655208
97.88,0.2789208034304006
102.79,0.2895044954710101
107.7,0.3036521507041364
112.61,0.3137335135173647
117.52000000000001,0.32556531234399366
122.43,0.3341785450958605
127.34,0.3420752357289994
132.25,0.35133484547265575
137.16,0.365863933323459
142.07,0.3734266038832114
146.98000000000002,0.3845058638547972
151.89000000000001,0.38733996857108605
156.8,0.396628868806024
161.71,0.3967047308643715
166.62,0.40030875952524564
171.53,0.4032575751539414
176.44,0.40419283820518787
181.35,0.4145937442201284
186.26,0.42265646572467236
191.17000000000002,0.4179268193148777
196.08,0.42035793591118725
200.99,0.426290137455809
205.9,0.42791782218108176
210.81,0.43119760144110103
215.72,0.43363266620207047
220.63,0.43918311595877096
225.54000000000002,0.4412241907842794
230.45000000000002,0.44193557820897417
235.36,0.4421331969664375
240.27,0.4425817914951895
245.18,0.4406907462842063
250.09,0.4423404584632667
255.0,0.439666423899064
259.90999999999997,0.44553357214630335
264.82,0.4403809602155397
269.73,0.4402881266023395
274.64,0.43193695043119623
279.55,0.4309638900709158
284.46000000000004,0.4345354551528357
289.37,0.4299730594626743
294.28000000000003,0.4226303765001911
299.19,0.42996718226316727
304.1,0.4224752921990283
309.01,0.41232852050534596
313.92,0.40794429531084486
318.83,0.4027381942635536
323.74,0.401534589345002
328.65000000000003,0.39473957198574494
333.56,0.39290550314037576
338.47,0.3910784257222674
343.38,0.3977139975861197
348.29,0.3902242086143159
353.2,0.3887344611672195
358.11,0.38220795509121686
363.02,0.37416046112040263
367.93,0.3754042045802101
372.84000000000003,0.37321361684720594
377.75,0.3662255415689078
382.66,0.36298051753098737
387.57,0.3529413458624487
392.48,0.3539991101822702
397.39,0.34333848962739427
402.3,0.3431151964950395
407.21000000000004,0.3261561740216975
412.12,0.3095652845108369
417.03000000000003,0.2989620294893694
421.94,0.2850348273159029
426.85,0.27500996674849576
431.76,0.2580133520923076
436.67,0.25123881780881374
441.58000000000004,0.22697076947906442
446.49,0.20894472733474564
451.40000000000003,0.18555296888210476
456.31,0.15109803502495486
461.22,0.10745886199524227
466.13,0.06149821523788263
471.04,-0.007400623005925345
475.95,-0.09310667088430956
480.86,-0.17145958066175088
485.77000000000004,-0.211979700512617
490.68,-0.3280416551018207
495.59000000000003,-0.49352024740271166
500.5,
