id_succ,time_to_target
0,79.12
1,72.6
2,27.11
3,31.47
4,56.15
5,34.67
6,57.92
7,48.23
8,52.46
9,66.11
11,67.29
12,38.21
13,57.09
14,15.05
15,6.75
16,64.58
17,45.83
18,52.6
19,42.08
20,69.84
21,64.64
22,40.53
23,80.82
24,44.31
25,97.5
26,9.26
27,101.45
28,65.21
29,38.23
30,34.11
31,63.57
32,60.64
33,68.38
34,11.33
35,48.66
36,63.33
37,49.49
38,68.44
39,58.67
40,61.19
41,65.22
42,35.85
43,15.81
44,57.93
45,45.8
46,11.76
47,81.93
48,31.77
49,68.26
50,49.46
51,47.1
52,63.13
53,20.21
54,16.32
55,25.29
56,39.7
57,55.19
58,37.59
59,53.98
60,31.17
61,50.78
62,78.25
63,66.45
64,17.93
65,31.98
66,59.74
67,34.1
68,51.67
69,11.89
70,79.04
71,17.87
72,42.25
73,23.34
74,61.83
75,23.81
76,14.39
77,30.95
78,45.06
79,25.5
80,47.82
81,26.73
82,39.18
83,53.07
84,46.19
85,56.88
86,43.02
87,57.16
88,44.63
89,90.15
90,59.07
91,55.57
92,27.8
93,50.61
94,30.29
95,65.38
96,31.07
97,57.19
98,50.72
99,15.08
100,87.2
101,21.91
102,54.23
103,97.68
104,26.18
105,41.4
106,41.43
107,19.9
108,48.36
109,95.79
110,49.43
111,60.19
112,50.07
113,27.51
114,57.21
115,31.75
116,60.93
117,42.36
118,93.16
119,89.36
120,34.66
121,88.08
122,61.37
123,59.29
124,52.32
125,29.93
126,6.43
127,26.33
128,51.72
129,20.38
130,39.08
131,44.1
132,32.08
133,30.31
134,36.89
135,34.02
136,43.28
137,43.95
138,45.5
139,29.53
140,25.13
141,45.37
142,26.21
143,76.01
144,51.96
145,51.05
146,27.35
147,57.25
148,47.65
149,37.27
150,20.65
151,35.5
152,31.21
153,62.09
154,19.68
155,69.35
156,75.58
157,36.4
158,67.49
159,34.63
160,24.85
161,40.62
162,56.11
163,58.63
165,54.48
166,16.13
167,30.0
168,31.0
169,52.83
170,41.78
171,21.84
172,26.89
173,5.42
174,40.08
175,66.02
176,42.83
177,48.86
178,57.62
179,8.88
180,39.56
181,76.31
182,19.0
183,34.96
184,112.58
185,33.7
186,61.14
187,30.78
188,36.27
189,28.28
190,39.68
191,32.11
192,27.35
194,51.53
195,37.86
196,31.63
197,31.49
198,11.13
199,43.38
200,79.03
201,27.65
202,41.96
203,9.96
204,7.16
205,16.98
206,47.39
207,33.06
208,39.88
209,62.56
210,71.0
211,51.02
212,63.96
213,22.26
214,9.09
215,44.76
216,42.31
217,16.17
218,34.49
219,65.8
220,42.11
221,68.08
222,28.37
223,38.09
224,21.04
225,45.23
226,35.01
227,24.9
228,82.11
229,53.52
230,26.99
231,31.94
232,46.38
233,8.47
234,20.22
235,31.16
236,41.04
237,47.88
238,44.68
239,43.15
240,60.7
241,32.77
242,66.27
243,22.88
244,86.06
245,36.96
246,91.33
247,73.21
248,53.89
249,76.12
250,74.27
251,37.61
252,52.38
253,95.24
254,82.87
255,24.59
256,57.01
257,61.92
259,27.71
260,11.38
261,11.49
262,6.14
263,38.48
264,71.78
265,69.78
