id_succ,time_to_target
0,73.31
1,58.81
2,129.44
3,71.98
4,154.86
5,82.25
6,58.37
7,81.05
8,140.88
9,92.76
10,82.72
11,108.57
12,139.32
13,96.11
14,67.68
15,103.25
16,37.5
17,96.94
18,102.03
19,124.17
20,92.48
21,85.26
22,82.63
23,41.37
24,24.48
25,126.4
26,23.43
28,160.16
29,46.18
30,30.2
31,49.43
32,92.48
33,58.29
34,11.54
35,62.2
36,50.82
37,94.88
38,129.81
39,88.66
40,63.64
41,84.1
42,80.73
43,44.21
44,83.87
45,79.61
46,27.22
47,19.6
48,46.3
49,90.74
50,82.71
51,106.06
53,17.53
54,35.2
55,42.54
56,134.84
57,59.03
58,47.66
59,79.66
60,29.63
61,28.35
62,78.87
63,62.23
64,46.22
65,105.07
66,136.09
67,36.2
68,81.51
70,119.46
73,132.51
75,24.41
76,54.64
77,33.86
78,70.39
79,13.7
80,73.9
81,85.58
82,53.86
84,63.88
85,122.95
86,40.8
87,57.94
88,112.46
89,85.33
90,58.87
91,90.91
92,147.4
93,86.88
94,39.94
95,41.23
96,115.14
97,64.41
98,98.37
99,10.12
100,147.08
101,150.54
102,113.21
103,86.49
104,35.7
105,88.24
106,112.67
107,70.11
108,39.72
110,71.44
111,115.92
112,124.76
113,80.42
114,101.94
115,79.53
116,82.55
117,156.25
118,164.41
119,155.97
120,114.8
121,52.26
122,102.9
123,100.61
124,70.63
125,110.54
126,51.6
127,31.51
128,170.02
129,105.07
130,64.16
131,67.04
132,51.71
133,85.97
134,86.02
135,62.87
136,76.58
137,54.04
138,59.36
139,98.07
140,140.97
141,102.16
142,131.86
143,146.85
144,142.08
145,77.35
146,88.72
148,97.87
150,34.82
151,97.31
152,57.71
154,149.97
155,92.91
157,85.44
158,72.09
159,17.41
160,135.25
161,75.22
162,150.43
163,116.62
164,84.42
165,61.19
166,17.5
167,48.02
168,125.74
169,50.32
170,37.5
171,27.5
172,84.37
173,35.91
174,146.52
175,52.68
176,33.91
177,53.23
178,73.19
179,9.02
180,65.73
181,99.18
182,89.02
183,25.33
185,113.59
186,122.82
187,65.95
188,87.43
189,108.26
190,41.56
191,49.93
192,65.84
193,132.49
194,124.55
195,109.26
196,51.81
197,32.02
198,86.31
199,73.3
200,44.72
201,164.55
202,161.74
