,bin_edge,res_time
0,9.5,4593.06
1,14.41,7507.71
2,19.32,9767.43
3,24.23,11754.09
4,29.14,13105.31
5,34.05,14145.41
6,38.96,14890.9
7,43.870000000000005,15468.78
8,48.78,15757.31
9,53.69,15917.11
10,58.6,15936.880000000001
11,63.510000000000005,15764.51
12,68.42,15609.99
13,73.33,15480.61
14,78.24000000000001,15275.28
15,83.15,14887.93
16,88.06,14574.1
17,92.97,14421.57
18,97.88,14062.15
19,102.79,13765.17
20,107.7,13577.550000000001
21,112.61,13167.68
22,117.52000000000001,12953.17
23,122.43,12788.1
24,127.34,12622.33
25,132.25,12331.83
26,137.16,11978.67
27,142.07,11876.73
28,146.98000000000002,11620.25
29,151.89000000000001,11468.15
30,156.8,11188.12
31,161.71,10978.460000000001
32,166.62,10914.41
33,171.53,10807.35
34,176.44,10602.43
35,181.35,10475.460000000001
36,186.26,10198.66
37,191.17000000000002,10057.15
38,196.08,9921.79
39,200.99,9740.45
40,205.9,9660.9
41,210.81,9589.6
42,215.72,9378.37
43,220.63,9266.2
44,225.54000000000002,9071.68
45,230.45000000000002,8973.41
46,235.36,8741.99
47,240.27,8612.08
48,245.18,8505.14
49,250.09,8428.55
50,255.0,8272.28
51,259.90999999999997,8164.64
52,264.82,8027.66
53,269.73,7892.6900000000005
54,274.64,7758.32
55,279.55,7527.26
56,284.46000000000004,7499.39
57,289.37,7481.04
58,294.28000000000003,7377.8
59,299.19,7169.110000000001
60,304.1,7066.16
61,309.01,6896.2300000000005
62,313.92,6795.1900000000005
63,318.83,6629.77
64,323.74,6574.49
65,328.65000000000003,6387.03
66,333.56,6213.77
67,338.47,6119.110000000001
68,343.38,5970.86
69,348.29,5805.33
70,353.2,5603.27
71,358.11,5406.09
72,363.02,5247.02
73,367.93,5120.7
74,372.84000000000003,4964.1
75,377.75,4766.78
76,382.66,4600.51
77,387.57,4366.4400000000005
78,392.48,4187.07
79,397.39,4022.19
80,402.3,3877.9300000000003
81,407.21000000000004,3741.9700000000003
82,412.12,3528.4500000000003
83,417.03000000000003,3251.05
84,421.94,3043.03
85,426.85,2882.88
86,431.76,2697.17
87,436.67,2473.16
88,441.58000000000004,2253.36
89,446.49,2063.11
90,451.40000000000003,1863.53
91,456.31,1687.45
92,461.22,1531.96
93,466.13,1323.96
94,471.04,1126.6100000000001
95,475.95,900.38
96,480.86,723.36
97,485.77000000000004,532.51
98,490.68,362.79
99,495.59000000000003,203.86
100,500.5,
