,bin_edge,res_time
0,9.5,5048.91
1,14.41,7635.59
2,19.32,9483.57
3,24.23,10810.66
4,29.14,11766.56
5,34.05,12221.01
6,38.96,12279.7
7,43.870000000000005,12294.62
8,48.78,12071.1
9,53.69,11827.0
10,58.6,11471.61
11,63.510000000000005,11024.84
12,68.42,10684.86
13,73.33,10121.72
14,78.24000000000001,9707.7
15,83.15,9274.91
16,88.06,8806.33
17,92.97,8393.27
18,97.88,8042.9800000000005
19,102.79,7658.85
20,107.7,7326.81
21,112.61,7056.62
22,117.52000000000001,6767.14
23,122.43,6577.6900000000005
24,127.34,6290.68
25,132.25,6054.03
26,137.16,5934.66
27,142.07,5729.82
28,146.98000000000002,5654.67
29,151.89000000000001,5481.72
30,156.8,5361.49
31,161.71,5278.97
32,166.62,5147.7300000000005
33,171.53,5016.97
34,176.44,4920.05
35,181.35,4875.76
36,186.26,4748.400000000001
37,191.17000000000002,4668.2300000000005
38,196.08,4570.1
39,200.99,4479.71
40,205.9,4430.2300000000005
41,210.81,4354.82
42,215.72,4234.7300000000005
43,220.63,4215.68
44,225.54000000000002,4177.86
45,230.45000000000002,4093.03
46,235.36,4020.1600000000003
47,240.27,3944.27
48,245.18,3921.08
49,250.09,3860.57
50,255.0,3865.44
51,259.90999999999997,3811.9300000000003
52,264.82,3716.5
53,269.73,3619.15
54,274.64,3624.85
55,279.55,3542.86
56,284.46000000000004,3481.16
57,289.37,3447.64
58,294.28000000000003,3402.4500000000003
59,299.19,3357.4500000000003
60,304.1,3256.37
61,309.01,3212.85
62,313.92,3106.34
63,318.83,3034.61
64,323.74,2973.23
65,328.65000000000003,2970.4700000000003
66,333.56,2875.75
67,338.47,2840.83
68,343.38,2745.2400000000002
69,348.29,2597.35
70,353.2,2592.76
71,358.11,2506.2400000000002
72,363.02,2437.14
73,367.93,2394.02
74,372.84000000000003,2252.03
75,377.75,2207.56
76,382.66,2093.93
77,387.57,2014.89
78,392.48,1970.07
79,397.39,1903.99
80,402.3,1852.06
81,407.21000000000004,1806.73
82,412.12,1695.92
83,417.03000000000003,1630.39
84,421.94,1560.52
85,426.85,1457.58
86,431.76,1392.13
87,436.67,1283.22
88,441.58000000000004,1220.02
89,446.49,1091.74
90,451.40000000000003,980.88
91,456.31,930.64
92,461.22,833.4200000000001
93,466.13,730.54
94,471.04,634.01
95,475.95,515.45
96,480.86,369.24
97,485.77000000000004,286.06
98,490.68,204.69
99,495.59000000000003,123.24000000000001
100,500.5,
