,bin_edge,res_time
0,9.5,4625.12
1,14.41,6944.49
2,19.32,8413.57
3,24.23,9522.98
4,29.14,10215.47
5,34.05,10407.28
6,38.96,10600.08
7,43.870000000000005,10612.22
8,48.78,10430.550000000001
9,53.69,10181.49
10,58.6,9925.2
11,63.510000000000005,9655.380000000001
12,68.42,9141.45
13,73.33,8828.91
14,78.24000000000001,8484.81
15,83.15,8244.960000000001
16,88.06,7897.400000000001
17,92.97,7614.51
18,97.88,7357.68
19,102.79,7126.56
20,107.7,6886.52
21,112.61,6714.51
22,117.52000000000001,6518.39
23,122.43,6261.45
24,127.34,6091.01
25,132.25,5919.55
26,137.16,5738.75
27,142.07,5637.49
28,146.98000000000002,5568.150000000001
29,151.89000000000001,5440.75
30,156.8,5287.35
31,161.71,5229.11
32,166.62,5121.83
33,171.53,5000.59
34,176.44,4932.84
35,181.35,4852.07
36,186.26,4780.400000000001
37,191.17000000000002,4688.75
38,196.08,4611.22
39,200.99,4600.900000000001
40,205.9,4519.03
41,210.81,4494.53
42,215.72,4436.45
43,220.63,4394.92
44,225.54000000000002,4285.18
45,230.45000000000002,4228.14
46,235.36,4125.84
47,240.27,4114.18
48,245.18,4039.07
49,250.09,3950.42
50,255.0,3889.57
51,259.90999999999997,3868.81
52,264.82,3792.48
53,269.73,3733.44
54,274.64,3705.29
55,279.55,3647.51
56,284.46000000000004,3628.35
57,289.37,3544.87
58,294.28000000000003,3513.28
59,299.19,3418.63
60,304.1,3339.9300000000003
61,309.01,3280.82
62,313.92,3233.82
63,318.83,3195.58
64,323.74,3115.17
65,328.65000000000003,3076.14
66,333.56,2974.07
67,338.47,2887.94
68,343.38,2842.26
69,348.29,2761.53
70,353.2,2650.65
71,358.11,2592.9900000000002
72,363.02,2510.9700000000003
73,367.93,2395.62
74,372.84000000000003,2326.17
75,377.75,2267.08
76,382.66,2176.34
77,387.57,2122.2400000000002
78,392.48,2046.8700000000001
79,397.39,1974.22
80,402.3,1920.77
81,407.21000000000004,1809.33
82,412.12,1727.16
83,417.03000000000003,1666.3400000000001
84,421.94,1578.0
85,426.85,1494.42
86,431.76,1394.28
87,436.67,1276.47
88,441.58000000000004,1229.69
89,446.49,1130.63
90,451.40000000000003,1039.96
91,456.31,932.0600000000001
92,461.22,818.82
93,466.13,753.59
94,471.04,672.5
95,475.95,547.15
96,480.86,431.23
97,485.77000000000004,333.48
98,490.68,234.43
99,495.59000000000003,142.21
100,500.5,
