id_succ,time_to_target
0,50.76
1,69.42
2,34.75
3,38.76
4,29.89
5,44.45
6,24.61
7,53.87
8,61.69
9,31.31
11,44.09
12,85.84
13,54.05
14,6.95
15,9.53
16,25.21
17,65.34
18,34.62
19,135.46
20,46.85
21,67.97
22,64.53
23,48.84
24,21.31
25,84.91
26,8.76
27,73.26
28,41.89
29,17.05
30,38.25
31,45.23
32,39.48
33,35.34
34,5.5
35,18.89
36,31.1
37,54.88
38,38.67
39,84.84
40,15.43
41,30.65
42,59.63
43,39.21
44,59.99
45,32.76
46,14.33
47,44.25
48,27.11
49,20.7
50,68.95
51,31.79
52,55.2
53,21.99
54,31.78
55,26.1
56,84.44
57,19.71
58,32.14
59,63.65
60,22.56
61,23.17
62,50.96
63,25.39
64,61.7
65,55.07
66,62.02
67,63.01
68,48.71
69,27.0
70,33.89
71,18.36
72,75.65
73,28.72
74,92.98
75,40.33
76,104.85
77,32.33
78,39.94
79,23.86
80,61.09
81,80.44
82,27.64
83,69.34
84,41.25
85,34.3
86,39.44
87,9.61
88,27.43
89,42.69
90,18.28
91,79.71
92,89.38
93,104.36
94,33.63
95,43.27
96,36.34
97,18.31
98,109.98
99,22.55
100,30.86
101,72.31
102,89.39
103,49.72
104,68.06
105,24.88
106,77.97
107,40.81
108,17.2
109,42.86
110,32.89
111,37.1
112,41.69
113,58.3
114,49.18
115,50.99
116,44.86
117,63.89
118,73.17
119,89.69
120,43.07
121,29.87
122,49.1
123,43.12
124,30.55
125,62.63
126,4.48
127,28.19
128,44.48
129,153.9
130,41.38
131,20.02
132,16.39
133,30.82
134,109.7
135,41.07
136,34.0
137,68.26
138,42.26
139,41.35
140,25.64
141,29.49
142,28.4
143,37.2
144,44.46
145,65.15
146,15.37
147,27.4
148,69.84
149,34.88
150,40.89
151,59.34
152,28.19
153,69.98
154,16.76
155,44.93
156,54.72
157,88.91
158,121.33
159,44.05
160,53.41
161,44.71
162,56.53
163,32.29
164,63.83
165,70.91
166,11.1
167,33.22
168,35.57
169,52.96
170,42.15
171,47.6
172,24.73
173,9.89
174,24.99
175,40.1
176,90.98
177,34.94
178,105.02
179,11.62
180,65.42
181,45.56
182,62.69
183,26.18
184,61.88
185,45.01
186,76.02
187,59.09
188,32.05
189,21.83
190,38.48
191,23.05
192,14.86
194,43.22
195,24.28
196,23.19
197,44.61
198,10.73
199,59.43
200,51.79
201,26.33
202,32.39
203,16.85
204,44.02
205,11.95
206,59.23
207,32.5
208,59.48
209,35.64
210,40.22
211,78.21
212,78.34
213,34.88
214,66.25
215,68.63
216,44.67
217,28.95
218,37.81
219,50.86
220,33.32
221,66.18
222,33.82
223,76.24
224,46.34
226,88.79
227,20.9
228,62.73
229,24.61
230,26.91
231,61.75
232,60.6
233,15.79
234,53.18
235,36.9
236,24.23
237,93.95
238,51.5
239,49.4
240,104.32
241,22.46
242,36.03
243,31.23
244,29.26
245,61.56
246,36.36
247,49.81
248,37.03
249,78.65
250,30.9
251,32.66
252,61.24
253,53.62
254,90.6
255,12.22
256,58.34
257,148.32
258,49.34
259,53.11
260,34.36
261,28.14
262,27.36
263,42.49
264,24.66
265,101.09
266,42.89
267,49.5
268,35.51
269,39.76
270,59.37
271,35.49
272,21.04
273,57.01
274,43.81
275,67.22
277,74.57
278,25.42
279,23.21
280,66.98
281,50.53
282,30.16
283,19.87
284,14.23
285,19.12
286,55.15
287,18.88
288,94.05
289,68.56
290,38.1
291,43.22
292,40.68
293,55.14
294,61.22
295,39.6
296,23.81
298,49.45
299,87.35
300,39.1
301,60.13
302,27.69
303,23.17
304,26.57
305,42.98
306,33.38
307,34.64
308,43.71
309,10.53
310,106.22
311,20.97
312,84.18
313,47.34
314,64.73
315,45.37
316,21.06
317,60.09
318,48.12
319,53.21
320,41.84
321,12.63
322,28.77
323,33.91
324,24.48
325,57.35
326,98.34
327,39.01
328,82.1
329,28.51
330,95.88
331,55.29
332,11.4
333,36.07
334,65.54
335,77.5
336,25.42
337,18.78
338,62.6
339,12.87
340,24.38
341,31.72
342,43.29
343,23.66
344,48.37
345,30.41
346,17.08
347,29.85
348,22.58
349,56.61
350,52.93
351,69.81
352,26.49
353,102.89
354,19.72
355,68.49
356,35.87
357,25.8
358,52.73
359,35.28
360,60.02
361,63.57
362,38.19
363,63.9
364,50.47
365,17.0
366,38.56
367,45.41
368,54.99
369,61.61
370,43.54
371,43.48
372,50.55
373,21.54
374,26.79
375,33.88
376,49.69
378,48.25
379,74.16
380,145.69
381,68.29
382,61.86
383,38.38
384,108.26
386,39.0
387,56.19
388,38.2
389,51.48
390,101.68
