,bin_edge,res_time
0,9.5,5011.59
1,14.41,7597.1
2,19.32,9197.210000000001
3,24.23,10628.68
4,29.14,11611.36
5,34.05,12205.23
6,38.96,12455.210000000001
7,43.870000000000005,12383.87
8,48.78,12269.210000000001
9,53.69,11978.56
10,58.6,11508.77
11,63.510000000000005,11127.49
12,68.42,10738.76
13,73.33,10277.22
14,78.24000000000001,9750.52
15,83.15,9358.33
16,88.06,8906.26
17,92.97,8540.44
18,97.88,8162.52
19,102.79,7826.09
20,107.7,7428.01
21,112.61,7160.06
22,117.52000000000001,6852.01
23,122.43,6632.74
24,127.34,6442.6900000000005
25,132.25,6234.71
26,137.16,5949.4800000000005
27,142.07,5802.76
28,146.98000000000002,5601.14
29,151.89000000000001,5514.14
30,156.8,5340.68
31,161.71,5293.55
32,166.62,5195.8
33,171.53,5112.39
34,176.44,5056.900000000001
35,181.35,4883.97
36,186.26,4733.2300000000005
37,191.17000000000002,4740.79
38,196.08,4657.97
39,200.99,4547.32
40,205.9,4484.72
41,210.81,4401.33
42,215.72,4320.59
43,220.63,4216.93
44,225.54000000000002,4147.81
45,230.45000000000002,4084.02
46,235.36,4024.9300000000003
47,240.27,3968.33
48,245.18,3930.06
49,250.09,3855.71
50,255.0,3809.61
51,259.90999999999997,3697.65
52,264.82,3677.92
53,269.73,3612.55
54,274.64,3621.12
55,279.55,3568.4
56,284.46000000000004,3475.0
57,289.37,3445.7400000000002
58,294.28000000000003,3428.38
59,299.19,3300.77
60,304.1,3276.7400000000002
61,309.01,3271.8
62,313.92,3217.9700000000003
63,318.83,3185.25
64,323.74,3110.92
65,328.65000000000003,3074.06
66,333.56,2989.88
67,338.47,2908.29
68,343.38,2775.63
69,348.29,2733.27
70,353.2,2646.68
71,358.11,2599.39
72,363.02,2543.08
73,367.93,2433.81
74,372.84000000000003,2352.64
75,377.75,2281.87
76,382.66,2195.55
77,387.57,2158.52
78,392.48,2040.92
79,397.39,1987.04
80,402.3,1867.58
81,407.21000000000004,1839.41
82,412.12,1794.79
83,417.03000000000003,1716.65
84,421.94,1630.63
85,426.85,1526.4
86,431.76,1446.84
87,436.67,1322.34
88,441.58000000000004,1263.69
89,446.49,1159.26
90,451.40000000000003,1048.44
91,456.31,969.36
92,461.22,881.8100000000001
93,466.13,771.27
94,471.04,679.61
95,475.95,546.5600000000001
96,480.86,390.08
97,485.77000000000004,314.01
98,490.68,202.83
99,495.59000000000003,125.29
100,500.5,
