,bin_edge,res_time
0,9.5,6122.88
1,14.41,9773.33
2,19.32,11534.44
3,24.23,12938.76
4,29.14,13873.42
5,34.05,14301.09
6,38.96,14420.03
7,43.870000000000005,14201.19
8,48.78,13944.550000000001
9,53.69,13386.85
10,58.6,12926.68
11,63.510000000000005,12423.01
12,68.42,11941.43
13,73.33,11369.53
14,78.24000000000001,10704.61
15,83.15,10124.72
16,88.06,9616.18
17,92.97,9098.58
18,97.88,8616.710000000001
19,102.79,8178.570000000001
20,107.7,7745.26
21,112.61,7377.4400000000005
22,117.52000000000001,7074.14
23,122.43,6782.13
24,127.34,6476.78
25,132.25,6286.1
26,137.16,6080.16
27,142.07,6006.7
28,146.98000000000002,5758.13
29,151.89000000000001,5571.08
30,156.8,5454.34
31,161.71,5272.72
32,166.62,5134.99
33,171.53,4995.18
34,176.44,4830.95
35,181.35,4822.06
36,186.26,4635.6
37,191.17000000000002,4545.9800000000005
38,196.08,4434.67
39,200.99,4387.97
40,205.9,4257.49
41,210.81,4234.5
42,215.72,4109.35
43,220.63,3979.5
44,225.54000000000002,3910.2400000000002
45,230.45000000000002,3877.0
46,235.36,3860.9700000000003
47,240.27,3829.07
48,245.18,3732.81
49,250.09,3681.69
50,255.0,3569.51
51,259.90999999999997,3519.35
52,264.82,3427.7200000000003
53,269.73,3393.6
54,274.64,3355.33
55,279.55,3236.46
56,284.46000000000004,3191.36
57,289.37,3167.34
58,294.28000000000003,3091.4300000000003
59,299.19,3032.26
60,304.1,2964.4700000000003
61,309.01,2892.27
62,313.92,2817.09
63,318.83,2806.57
64,323.74,2717.4500000000003
65,328.65000000000003,2663.87
66,333.56,2607.18
67,338.47,2496.42
68,343.38,2438.9700000000003
69,348.29,2324.61
70,353.2,2253.7200000000003
71,358.11,2204.4900000000002
72,363.02,2126.13
73,367.93,2087.14
74,372.84000000000003,1992.14
75,377.75,1905.1000000000001
76,382.66,1819.3700000000001
77,387.57,1725.19
78,392.48,1685.04
79,397.39,1587.18
80,402.3,1512.3500000000001
81,407.21000000000004,1477.8
82,412.12,1393.88
83,417.03000000000003,1352.79
84,421.94,1308.08
85,426.85,1227.02
86,431.76,1156.28
87,436.67,1087.81
88,441.58000000000004,1013.36
89,446.49,968.63
90,451.40000000000003,891.47
91,456.31,815.85
92,461.22,745.36
93,466.13,683.29
94,471.04,588.09
95,475.95,479.18
96,480.86,378.64
97,485.77000000000004,291.32
98,490.68,205.1
99,495.59000000000003,124.23
100,500.5,
