bin_edge,ci
9.5,0.37581927583504376
14.41,0.26532888803453186
19.32,0.22869719501687258
24.23,0.2047985628713898
29.14,0.18941079285492043
34.05,0.1857429698894005
38.96,0.18664298148954858
43.870000000000005,0.18845676873867992
48.78,0.19113969643061748
53.69,0.19800639714242985
58.6,0.20746774473557558
63.510000000000005,0.2184450350943182
68.42,0.23039088724969506
73.33,0.24248504809103616
78.24000000000001,0.25403689389501716
83.15,0.2679034271343118
88.06,0.2807990059942261
92.97,0.2955914732382893
97.88,0.3111351420527513
102.79,0.31925632590950886
107.7,0.3341695308888865
112.61,0.34397560056361703
117.52000000000001,0.3569517530108025
122.43,0.3654971833200392
127.34,0.38214337991845826
132.25,0.3885461347768354
137.16,0.3986412810260284
142.07,0.4062762361766351
146.98000000000002,0.4189085413518429
151.89000000000001,0.4256399044480887
156.8,0.4333068222277839
161.71,0.43503486694473975
166.62,0.44511675985613935
171.53,0.44344358419112767
176.44,0.44774069817131823
181.35,0.4522751574946134
186.26,0.4546237923659766
191.17000000000002,0.4587181847313469
196.08,0.4619295628506235
200.99,0.46757888242386864
205.9,0.47315081555424543
210.81,0.4714443268322205
215.72,0.47714380111900845
220.63,0.4790151404426328
225.54000000000002,0.47891783843496544
230.45000000000002,0.47126964994972015
235.36,0.4794672621751964
240.27,0.4768738265039955
245.18,0.47942032158151077
250.09,0.4785762029022155
255.0,0.474644840907194
259.90999999999997,0.47394432206112164
264.82,0.4714014984071338
269.73,0.4725619648449462
274.64,0.4705488689826242
279.55,0.4715277773442539
284.46000000000004,0.4626938285416099
289.37,0.46833764871432976
294.28000000000003,0.4625631431975993
299.19,0.46176197581155454
304.1,0.4606836719821643
309.01,0.45956550213332575
313.92,0.4576225722253972
318.83,0.44913181408632297
323.74,0.44530073245944185
328.65000000000003,0.44488961379046504
333.56,0.44296203752745794
338.47,0.4437802229455823
343.38,0.4439419485922078
348.29,0.44262320540165045
353.2,0.4434431254377617
358.11,0.43622050578016863
363.02,0.43541659294751167
367.93,0.4296916890824474
372.84000000000003,0.4213300475428841
377.75,0.4106121347873794
382.66,0.40979588328231287
387.57,0.4015151520984217
392.48,0.39965754085085314
397.39,0.38952523224822005
402.3,0.3821940534337569
407.21000000000004,0.37097317361464555
412.12,0.35561294539411953
417.03000000000003,0.33704048908515133
421.94,0.32237837421461735
426.85,0.29817278935407704
431.76,0.28167906645755597
436.67,0.2690477182111916
441.58000000000004,0.23964874201333827
446.49,0.21232544948413634
451.40000000000003,0.17553440063562897
456.31,0.13443763200439857
461.22,0.08729087124000943
466.13,0.03171768171871613
471.04,-0.03988888051668218
475.95,-0.13407230762956213
480.86,-0.20395094201415762
485.77000000000004,-0.24750737572155668
490.68,-0.3568922623330888
495.59000000000003,-0.5004165278600227
500.5,
