,bin_edge,res_time
0,9.5,5499.45
1,14.41,8189.26
2,19.32,9642.92
3,24.23,10730.5
4,29.14,11458.7
5,34.05,11704.4
6,38.96,11709.48
7,43.870000000000005,11644.57
8,48.78,11293.58
9,53.69,10953.56
10,58.6,10580.28
11,63.510000000000005,10261.44
12,68.42,9833.68
13,73.33,9331.7
14,78.24000000000001,8936.23
15,83.15,8595.05
16,88.06,8230.35
17,92.97,7929.820000000001
18,97.88,7521.97
19,102.79,7265.77
20,107.7,6929.41
21,112.61,6738.97
22,117.52000000000001,6552.76
23,122.43,6363.09
24,127.34,6215.04
25,132.25,6045.3
26,137.16,5857.56
27,142.07,5738.09
28,146.98000000000002,5730.61
29,151.89000000000001,5548.45
30,156.8,5442.6900000000005
31,161.71,5320.05
32,166.62,5270.38
33,171.53,5148.83
34,176.44,5023.5
35,181.35,4867.26
36,186.26,4780.32
37,191.17000000000002,4795.18
38,196.08,4721.74
39,200.99,4651.31
40,205.9,4600.99
41,210.81,4456.97
42,215.72,4413.99
43,220.63,4340.86
44,225.54000000000002,4217.33
45,230.45000000000002,4200.08
46,235.36,4232.6900000000005
47,240.27,4118.83
48,245.18,4065.37
49,250.09,4030.12
50,255.0,3999.9300000000003
51,259.90999999999997,3958.57
52,264.82,3819.94
53,269.73,3816.34
54,274.64,3719.35
55,279.55,3627.6800000000003
56,284.46000000000004,3624.32
57,289.37,3574.1
58,294.28000000000003,3529.9700000000003
59,299.19,3487.11
60,304.1,3422.34
61,309.01,3332.1800000000003
62,313.92,3268.66
63,318.83,3181.81
64,323.74,3096.91
65,328.65000000000003,2973.66
66,333.56,2904.89
67,338.47,2831.64
68,343.38,2803.1
69,348.29,2684.98
70,353.2,2611.13
71,358.11,2542.08
72,363.02,2451.2200000000003
73,367.93,2406.04
74,372.84000000000003,2325.41
75,377.75,2275.02
76,382.66,2224.34
77,387.57,2130.58
78,392.48,2089.86
79,397.39,2022.0900000000001
80,402.3,1910.15
81,407.21000000000004,1819.6000000000001
82,412.12,1761.04
83,417.03000000000003,1694.97
84,421.94,1627.05
85,426.85,1549.19
86,431.76,1498.8700000000001
87,436.67,1425.32
88,441.58000000000004,1360.93
89,446.49,1285.13
90,451.40000000000003,1189.97
91,456.31,1102.6000000000001
92,461.22,1002.98
93,466.13,921.63
94,471.04,830.91
95,475.95,699.32
96,480.86,548.25
97,485.77000000000004,425.14
98,490.68,323.19
99,495.59000000000003,196.24
100,500.5,
