D_rot,ci,ci_sem
0.0,0.2988765321337126,8.392667003848963e-05
0.001,0.2983285926478729,8.361528274262882e-05
0.01,0.3072496966124646,8.579764499352906e-05
0.1,0.3330665161007713,9.40789728370236e-05
0.2,0.3143983763023001,9.429756246319858e-05
1.0,0.1818341264312909,7.97340241931897e-05
