count,bins
932.0,9.5
6046.0,14.361386138613861
5862.0,19.222772277227723
6359.0,24.084158415841586
7034.0,28.945544554455445
7935.0,33.806930693069305
7450.0,38.66831683168317
7246.0,43.52970297029703
7213.0,48.39108910891089
7059.0,53.25247524752475
6467.0,58.11386138613861
6040.0,62.975247524752476
5562.0,67.83663366336634
5364.0,72.6980198019802
4924.0,77.55940594059406
4478.0,82.42079207920791
4148.0,87.28217821782178
3760.0,92.14356435643565
3529.0,97.0049504950495
3216.0,101.86633663366337
2850.0,106.72772277227722
2673.0,111.58910891089108
2488.0,116.45049504950495
2298.0,121.3118811881188
2122.0,126.17326732673267
1913.0,131.03465346534654
1873.0,135.8960396039604
1690.0,140.75742574257424
1655.0,145.61881188118812
1540.0,150.48019801980197
1503.0,155.34158415841583
1405.0,160.2029702970297
1213.0,165.06435643564356
1177.0,169.9257425742574
1143.0,174.7871287128713
1132.0,179.64851485148515
1022.0,184.509900990099
967.0,189.37128712871288
974.0,194.23267326732673
873.0,199.09405940594058
839.0,203.95544554455444
743.0,208.81683168316832
751.0,213.67821782178217
669.0,218.53960396039602
616.0,223.4009900990099
612.0,228.26237623762376
592.0,233.1237623762376
550.0,237.9851485148515
559.0,242.84653465346534
530.0,247.7079207920792
438.0,252.56930693069307
476.0,257.4306930693069
459.0,262.2920792079208
432.0,267.15346534653463
427.0,272.0148514851485
447.0,276.8762376237624
385.0,281.73762376237624
383.0,286.5990099009901
386.0,291.46039603960395
349.0,296.3217821782178
375.0,301.18316831683165
360.0,306.04455445544556
362.0,310.9059405940594
331.0,315.76732673267327
385.0,320.6287128712871
347.0,325.490099009901
352.0,330.3514851485148
344.0,335.2128712871287
336.0,340.0742574257426
354.0,344.93564356435644
339.0,349.7970297029703
349.0,354.65841584158414
323.0,359.519801980198
358.0,364.38118811881185
304.0,369.24257425742576
326.0,374.1039603960396
306.0,378.96534653465346
311.0,383.8267326732673
298.0,388.68811881188117
295.0,393.549504950495
287.0,398.4108910891089
280.0,403.2722772277228
260.0,408.13366336633663
262.0,412.9950495049505
284.0,417.85643564356434
273.0,422.7178217821782
287.0,427.57920792079204
285.0,432.44059405940595
266.0,437.3019801980198
324.0,442.16336633663366
296.0,447.0247524752475
292.0,451.88613861386136
291.0,456.7475247524752
269.0,461.6089108910891
287.0,466.470297029703
285.0,471.33168316831683
261.0,476.1930693069307
250.0,481.05445544554453
247.0,485.9158415841584
208.0,490.77722772277224
135.0,495.63861386138615
,500.5
