count,bins
0.0,9.5
0.0,14.361386138613861
0.0,19.222772277227723
0.0,24.084158415841586
0.0,28.945544554455445
0.0,33.806930693069305
0.0,38.66831683168317
0.0,43.52970297029703
0.0,48.39108910891089
0.0,53.25247524752475
0.0,58.11386138613861
0.0,62.975247524752476
0.0,67.83663366336634
0.0,72.6980198019802
0.0,77.55940594059406
0.0,82.42079207920791
0.0,87.28217821782178
0.0,92.14356435643565
0.0,97.0049504950495
0.0,101.86633663366337
0.0,106.72772277227722
0.0,111.58910891089108
0.0,116.45049504950495
0.0,121.3118811881188
0.0,126.17326732673267
0.0,131.03465346534654
0.0,135.8960396039604
0.0,140.75742574257424
0.0,145.61881188118812
0.0,150.48019801980197
0.0,155.34158415841583
0.0,160.2029702970297
0.0,165.06435643564356
0.0,169.9257425742574
3.0,174.7871287128713
8.0,179.64851485148515
12.0,184.509900990099
21.0,189.37128712871288
36.0,194.23267326732673
61.0,199.09405940594058
79.0,203.95544554455444
95.0,208.81683168316832
114.0,213.67821782178217
108.0,218.53960396039602
139.0,223.4009900990099
161.0,228.26237623762376
155.0,233.1237623762376
177.0,237.9851485148515
180.0,242.84653465346534
185.0,247.7079207920792
167.0,252.56930693069307
165.0,257.4306930693069
193.0,262.2920792079208
172.0,267.15346534653463
184.0,272.0148514851485
176.0,276.8762376237624
170.0,281.73762376237624
206.0,286.5990099009901
178.0,291.46039603960395
167.0,296.3217821782178
179.0,301.18316831683165
181.0,306.04455445544556
157.0,310.9059405940594
140.0,315.76732673267327
166.0,320.6287128712871
177.0,325.490099009901
188.0,330.3514851485148
157.0,335.2128712871287
161.0,340.0742574257426
157.0,344.93564356435644
156.0,349.7970297029703
139.0,354.65841584158414
123.0,359.519801980198
152.0,364.38118811881185
128.0,369.24257425742576
118.0,374.1039603960396
127.0,378.96534653465346
94.0,383.8267326732673
96.0,388.68811881188117
102.0,393.549504950495
95.0,398.4108910891089
91.0,403.2722772277228
79.0,408.13366336633663
72.0,412.9950495049505
73.0,417.85643564356434
66.0,422.7178217821782
82.0,427.57920792079204
88.0,432.44059405940595
59.0,437.3019801980198
83.0,442.16336633663366
60.0,447.0247524752475
71.0,451.88613861386136
67.0,456.7475247524752
66.0,461.6089108910891
73.0,466.470297029703
66.0,471.33168316831683
49.0,476.1930693069307
32.0,481.05445544554453
29.0,485.9158415841584
13.0,490.77722772277224
5.0,495.63861386138615
,500.5
