,bin_edge,res_time
0,9.5,5842.87
1,14.41,8875.83
2,19.32,10302.130000000001
3,24.23,11499.08
4,29.14,12398.06
5,34.05,12613.95
6,38.96,12538.33
7,43.870000000000005,12386.5
8,48.78,12178.77
9,53.69,11734.94
10,58.6,11175.57
11,63.510000000000005,10579.23
12,68.42,9995.75
13,73.33,9476.08
14,78.24000000000001,9018.28
15,83.15,8515.95
16,88.06,8086.24
17,92.97,7662.900000000001
18,97.88,7245.74
19,102.79,7032.31
20,107.7,6687.34
21,112.61,6464.83
22,117.52000000000001,6191.22
23,122.43,6002.27
24,127.34,5708.49
25,132.25,5583.53
26,137.16,5406.17
27,142.07,5278.91
28,146.98000000000002,5091.400000000001
29,151.89000000000001,4965.61
30,156.8,4836.96
31,161.71,4777.46
32,166.62,4623.0
33,171.53,4601.650000000001
34,176.44,4513.35
35,181.35,4428.83
36,186.26,4350.54
37,191.17000000000002,4272.1
38,196.08,4191.16
39,200.99,4095.9900000000002
40,205.9,4010.1600000000003
41,210.81,3979.35
42,215.72,3879.54
43,220.63,3819.58
44,225.54000000000002,3774.46
45,230.45000000000002,3780.88
46,235.36,3665.9300000000003
47,240.27,3636.9700000000003
48,245.18,3565.53
49,250.09,3516.89
50,255.0,3483.11
51,259.90999999999997,3429.17
52,264.82,3386.41
53,269.73,3318.82
54,274.64,3275.89
55,279.55,3213.87
56,284.46000000000004,3215.76
57,289.37,3116.1800000000003
58,294.28000000000003,3083.17
59,299.19,3024.96
60,304.1,2955.68
61,309.01,2885.78
62,313.92,2820.65
63,318.83,2807.2200000000003
64,323.74,2754.26
65,328.65000000000003,2675.46
66,333.56,2603.4700000000003
67,338.47,2512.36
68,343.38,2434.58
69,348.29,2357.7000000000003
70,353.2,2270.39
71,358.11,2226.63
72,363.02,2131.9900000000002
73,367.93,2075.04
74,372.84000000000003,2031.66
75,377.75,1979.88
76,382.66,1889.52
77,387.57,1841.96
78,392.48,1751.08
79,397.39,1692.6000000000001
80,402.3,1618.83
81,407.21000000000004,1555.6100000000001
82,412.12,1498.67
83,417.03000000000003,1455.5
84,421.94,1373.06
85,426.85,1332.18
86,431.76,1243.3500000000001
87,436.67,1151.39
88,441.58000000000004,1102.2
89,446.49,1036.1
90,451.40000000000003,979.23
91,456.31,921.77
92,461.22,826.64
93,466.13,765.5600000000001
94,471.04,694.1
95,475.95,551.25
96,480.86,439.14
97,485.77000000000004,362.12
98,490.68,249.65
99,495.59000000000003,165.57
100,500.5,
