runtime
1.0
1.0
1.0
1.0
8.98
6.669999999999998
11.100000000000001
7.200000000000003
1.0
3.549999999999997
1.0
5.149999999999999
1.0600000000000023
1.0
5.170000000000002
0.23999999999999488
1.0
1.0
1.0
17.95
1.7699999999999996
1.0
4.720000000000002
1.0
12.239999999999998
3.289999999999999
1.0
1.0
3.5
17.0
2.789999999999999
1.0
5.93
2.270000000000003
1.0
1.0
1.0
1.0
1.0
4.449999999999996
1.0
1.0
1.0
1.0
1.0
7.440000000000005
1.0
1.0
1.0
2.529999999999994
1.4200000000000017
1.0
1.0
1.0
1.0
3.460000000000008
2.6599999999999966
1.0
1.0
1.0
1.0
3.769999999999996
1.0
1.0
1.0
3.5799999999999983
17.63
1.0
1.0
1.0
4.400000000000002
1.0
2.0199999999999996
1.0
1.0
1.8900000000000006
1.3399999999999999
1.0
1.8900000000000006
1.0
2.759999999999998
1.0
1.0
1.0
1.6700000000000017
1.0
3.229999999999997
0.7899999999999991
1.0
1.19
18.66
2.3699999999999974
1.0
1.0
6.41
1.0000000000000036
2.759999999999998
1.0
3.960000000000001
1.3699999999999974
1.0
1.0
1.0
1.0
1.0
5.93
2.990000000000002
1.0
1.0
1.0
4.600000000000001
2.8399999999999963
1.960000000000008
1.0
1.0
1.0699999999999932
1.0
10.36
1.0
1.0
1.0
1.0
1.0
19.490000000000002
1.0
1.0
1.0
1.0
1.0
1.0
5.890000000000001
16.09
5.030000000000001
1.0
1.9300000000000002
1.0
3.68
1.0200000000000005
1.0
1.0
1.0
23.65
1.509999999999998
4.58
15.08
1.0
14.540000000000003
1.0
4.989999999999995
3.190000000000005
4.239999999999995
1.0
1.5500000000000043
1.8299999999999983
1.0
3.289999999999999
1.0
1.0
1.0
1.0
1.0
1.0
1.8500000000000014
2.8599999999999994
2.4399999999999977
2.4399999999999977
1.0
14.26
1.0000000000000018
5.469999999999999
1.009999999999998
1.4400000000000013
1.0
1.0
1.0
1.0
1.0
8.22
3.49
1.0
6.149999999999999
1.0
13.920000000000002
1.0
1.0
11.229999999999997
1.3500000000000014
1.0
1.0
1.0
1.0
1.0
10.18
1.0
1.0
2.2699999999999996
1.0
1.0
13.220000000000002
1.0
6.589999999999996
1.0
1.0
5.880000000000003
1.8299999999999983
1.0
1.0
2.3200000000000003
1.1099999999999994
0.3100000000000023
9.18
1.0
1.0
1.0
1.0
1.0
1.0
1.8599999999999994
1.0
13.29
1.0
1.0
1.0
1.0
8.469999999999999
8.880000000000003
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.1000000000000014
1.0
1.0
9.950000000000003
2.3799999999999955
2.0700000000000074
1.2299999999999898
1.0
1.960000000000008
0.5699999999999932
21.22
1.0
1.0
1.0
12.29
1.3400000000000034
2.8399999999999963
1.0
1.0
1.0
4.190000000000005
6.52
1.0
1.4800000000000004
1.0
1.0600000000000005
1.0
1.5999999999999996
1.0
1.0
2.8900000000000006
1.0
1.0
2.1400000000000006
2.049999999999997
1.0
0.8900000000000006
6.31
1.0
1.0000000000000009
1.0
1.0
6.179999999999998
1.0
1.0
1.0
3.700000000000003
2.299999999999997
1.2600000000000016
1.0
1.0
1.0
1.9299999999999997
1.0
2.89
1.7799999999999998
1.0
3.4800000000000004
1.7899999999999991
1.0
1.0
1.0
1.320000000000002
1.75
1.0
1.0
2.4599999999999973
1.75
1.0
1.0
1.0
1.0
1.1500000000000021
1.0
5.419999999999998
3.280000000000001
1.0
1.0
1.0
2.6000000000000014
23.9
1.0
1.0
1.0
6.219999999999999
1.0
1.0
7.359999999999999
1.0
6.82
1.0
1.0
3.460000000000001
1.3599999999999994
4.68
1.8400000000000034
1.0
2.739999999999995
1.0
1.0
4.359999999999999
1.2600000000000051
1.8599999999999994
1.5300000000000011
1.0
1.0900000000000034
1.0
1.0
1.2299999999999898
1.0
2.440000000000012
1.0
2.009999999999991
1.0
18.61
5.18
1.0
1.1300000000000026
1.0
1.0
