time,x,y,tumble,label_true,label_pred
0.0,317.4429,-23.5856,True,False,False
0.01,317.2865,-23.4609,,,
0.02,317.1225,-23.3464,,,
0.03,316.9625,-23.2265,,,
0.04,316.7968,-23.1145,,,
0.05,316.616,-23.029,,,
0.06,316.44599999999997,-22.9236,,,
0.07,316.2822,-22.8089,,,
0.08,316.1262,-22.6838,,,
0.09,315.9554,-22.5796,,,
0.1,315.7838,-22.476999999999997,,,
0.11,315.60200000000003,-22.3936,,,
0.12,315.4117,-22.331999999999997,,,
0.13,315.2179,-22.2826,,,
0.14,315.0214,-22.2454,,,
0.15,314.8254,-22.2053,,,
0.16,314.6276,-22.1763,,,
0.17,314.4287,-22.1551,,,
0.18,314.2289,-22.1453,,,
0.19,314.029,-22.1484,,,
0.2,313.8292,-22.1381,,,
0.21,313.6294,-22.1293,,,
0.22,313.4297,-22.1191,,,
0.23,313.2297,-22.1153,,,
0.24,313.0298,-22.1205,,,
0.25,312.8299,-22.114,,,
0.26,312.63,-22.1197,,,
0.27,312.4318,-22.1464,,,
0.28,312.23400000000004,-22.1765,,,
0.29,312.0366,-22.2083,,,
0.3,311.8372,-22.2242,,,
0.31,311.6373,-22.2303,,,
0.32,311.4389,-22.2552,,,
0.33,311.2396,-22.2726,,,
0.34,311.0398,-22.2818,,,
0.35,310.8419,-22.3107,,,
0.36,310.644,-22.3393,,,
0.37,310.4465,-22.371,,,
0.38,310.2528,-22.4207,,,
0.39,310.0566,-22.4596,,,
0.4,309.86,-22.4963,,,
0.41,309.6619,-22.5235,,,
0.42,309.4652,-22.5599,,,
0.43,309.2705,-22.6056,,,
0.44,309.0736,-22.6406,,,
0.45,308.8755,-22.6681,,,
0.46,308.6755,-22.6696,,,
0.47,308.4755,-22.6665,,,
0.48,308.2759,-22.6534,,,
0.49,308.07599999999996,-22.6479,,,
0.5,307.8761,-22.6541,,,
0.51,307.6761,-22.6545,,,
0.52,307.4765,-22.6663,,,
0.53,307.277,-22.6814,,,
