time,x,y,tumble,label_true,label_pred
0.0,-384.4588,191.0454,True,False,False
0.01,-384.6495,190.9851,,,
0.02,-384.8359,190.9127,,,
0.03,-385.0264,190.8519,,,
0.04,-385.2174,190.7923,,,
0.05,-385.4092,190.7358,,,
0.06,-385.605,190.6948,,,
0.07,-385.7975,190.6405,,,
0.08,-385.9922,190.595,,,
0.09,-386.1866,190.5477,,,
0.1,-386.3809,190.5007,,,
0.11,-386.5786,190.4701,,,
0.12,-386.7754,190.4346,,,
0.13,-386.9709,190.3924,,,
0.14,-387.1693,190.3672,,,
0.15,-387.3693,190.3638,,,
0.16,-387.5691,190.3732,,,
0.17,-387.7691,190.3708,,,
0.18,-387.969,190.36700000000002,,,
0.19,-388.1676,190.343,,,
0.2,-388.3668,190.3256,,,
0.21,-388.5667,190.31900000000002,,,
0.22,-388.7666,190.3245,,,
0.23,-388.9655,190.3452,,,
0.24,-389.1654,190.3385,,,
0.25,-389.3646,190.3565,,,
0.26,-389.5644,190.3663,,,
0.27,-389.7636,190.3838,,,
0.28,-389.9634,190.3922,,,
0.29,-390.1634,190.3947,,,
0.3,-390.3633,190.3882,,,
0.31,-390.56300000000005,190.4,,,
0.32,-390.7612,190.4265,,,
0.33,-390.9611,190.4332,,,
0.34,-391.1609,190.4238,,,
0.35,-391.3608,190.419,,,
0.36,-391.5602,190.4034,,,
0.37,-391.7594,190.385,,,
0.38,-391.9563,190.3504,,,
0.39,-392.1534,190.3163,,,
0.4,-392.3496,190.2777,,,
0.41,-392.5447,190.2335,,,
0.42,-392.7388,190.1852,,,
0.43,-392.9307,190.1289,,,
0.44,-393.1279,190.0955,,,
0.45,-393.3259,190.0676,,,
0.46,-393.5245,190.0433,,,
0.47,-393.7226,190.0159,,,
0.48,-393.9223,190.00599999999997,,,
0.49,-394.1223,190.0027,,,
0.5,-394.3217,189.9875,,,
0.51,-394.5209,189.9696,,,
0.52,-394.7185,189.9386,,,
0.53,-394.9171,189.915,,,
0.54,-395.1147,189.8839,,,
0.55,-395.3096,189.8393,,,
0.56,-395.5024,189.7861,,,
0.57,-395.69699999999995,189.7397,,,
0.58,-395.8855,189.6729,,,
0.59,-396.0749,189.6088,,,
0.6,-396.2594,189.5316,,,
0.61,-396.4445,189.4558,,,
0.62,-396.6334,189.3901,,,
0.63,-396.82,189.3182,,,
0.64,-397.0051,189.2424,,,
0.65,-397.1916,189.1701,,,
0.66,-397.3835,189.1139,,,
0.67,-397.58,189.0764,,,
0.68,-397.7761,189.0374,,,
0.69,-397.9732,189.0034,,,
0.7,-398.1695,188.9647,,,
0.71,-398.3664,188.9301,,,
0.72,-398.5643,188.9009,,,
0.73,-398.7637,188.8859,,,
0.74,-398.9615,188.8562,,,
0.75,-399.1614,188.851,,,
0.76,-399.3565,188.8068,,,
0.77,-399.5477,188.7481,,,
0.78,-399.7358,188.6802,,,
0.79,-399.9238,188.6119,,,
0.8,-400.1148,188.5528,,,
0.81,-400.3082,188.5017,,,
0.82,-400.5033,188.4577,,,
0.83,-400.6955,188.4024,,,
0.84,-400.8857,188.3404,,,
0.85,-401.075,188.2758,,,
0.86,-401.2642,188.2111,,,
0.87,-401.4555,188.1529,,,
0.88,-401.6389,188.07299999999998,,,
0.89,-401.8251,188.0,,,
0.9,-402.0105,187.9249,,,
0.91,-402.199,187.8582,,,
0.92,-402.3906,187.8007,,,
0.93,-402.5803,187.7376,,,
0.94,-402.7739,187.6872,,,
0.95,-402.9663,187.6326,,,
0.96,-403.1573,187.5734,,,
0.97,-403.3485,187.5146,,,
0.98,-403.5378,187.45,,,
0.99,-403.7233,187.3752,,,
1.0,-403.7233,187.3752,True,False,False
1.01,-403.6259,187.2006,,,
1.02,-403.5293,187.0254,,,
1.03,-403.4284,186.8527,,,
1.04,-403.3079,186.6931,,,
1.05,-403.2024,186.5232,,,
1.06,-403.1067,186.3476,,,
1.07,-403.0142,186.1703,,,
1.08,-402.9117,185.9985,,,
1.09,-402.7984,185.8337,,,
1.1,-402.6931,185.6637,,,
1.11,-402.579,185.4994,,,
1.12,-402.4657,185.3346,,,
1.13,-402.342,185.1774,,,
1.14,-402.2176,185.0208,,,
1.15,-402.0879,184.8686,,,
1.16,-401.9579,184.7166,,,
1.17,-401.8365,184.5576,,,
1.18,-401.7247,184.3918,,,
1.19,-401.6078,184.2295,,,
1.2,-401.4983,184.0622,,,
1.21,-401.3994,183.8884,,,
1.22,-401.3029,183.7132,,,
1.23,-401.2012,183.541,,,
1.24,-401.0925,183.3731,,,
1.25,-400.9913,183.2006,,,
1.26,-400.8917,183.0271,,,
1.27,-400.786,182.8574,,,
1.28,-400.6872,182.6834,,,
1.29,-400.57800000000003,182.5159,,,
1.3,-400.467,182.3495,,,
1.31,-400.3668,182.1764,,,
1.32,-400.2596,182.0076,,,
1.33,-400.1555,181.8368,,,
1.34,-400.0349,181.6773,,,
1.35,-399.9157,181.5167,,,
1.36,-399.7816,181.3683,,,
1.37,-399.6274,181.2409,,,
1.38,-399.4685,181.1195,,,
1.39,-399.3054,181.0037,,,
1.4,-399.1449,180.8844,,,
1.41,-398.9832,180.7667,,,
1.42,-398.8154,180.6578,,,
1.43,-398.6351,180.5714,,,
1.44,-398.4483,180.4998,,,
1.45,-398.2653,180.4192,,,
1.46,-398.0761,180.3542,,,
1.47,-397.8899,180.2814,,,
1.48,-397.6963,180.2309,,,
1.49,-397.4994,180.1959,,,
1.5,-397.3014,180.1677,,,
1.51,-397.1061,180.1248,,,
1.52,-396.9091,180.0901,,,
1.53,-396.7137,180.0476,,,
1.54,-396.5204,179.9962,,,
1.55,-396.3274,179.9437,,,
1.56,-396.1407,179.872,,,
1.57,-395.9536,179.8013,,,
1.58,-395.7649,179.7352,,,
1.59,-395.5727,179.6797,,,
1.6,-395.3828,179.6171,,,
1.61,-395.1948,179.5487,,,
1.62,-395.0018,179.4965,,,
1.63,-394.8052,179.4598,,,
1.64,-394.6136,179.4024,,,
1.65,-394.4201,179.3519,,,
1.66,-394.2237,179.3137,,,
1.67,-394.0293,179.267,,,
1.68,-393.8323,179.2325,,,
1.69,-393.6358,179.1949,,,
1.7,-393.4404,179.1526,,,
1.71,-393.2487,179.0953,,,
1.72,-393.0529,179.0545,,,
1.73,-392.8601,179.0013,,,
1.74,-392.6825,178.9094,,,
1.75,-392.5143,178.8013,,,
1.76,-392.3519,178.6845,,,
1.77,-392.2006,178.5537,,,
1.78,-392.0386,178.4364,,,
1.79,-391.885,178.3083,,,
1.8,-391.7365,178.1744,,,
1.81,-391.5886,178.0397,,,
1.82,-391.4365,177.9099,,,
1.83,-391.2977,177.7658,,,
1.84,-391.1777,177.6059,,,
1.85,-391.0694,177.4377,,,
1.86,-390.9567,177.2725,,,
1.87,-390.8486,177.1042,,,
1.88,-390.7357,176.9392,,,
1.89,-390.6324,176.7679,,,
1.9,-390.5201,176.6024,,,
1.91,-390.406,176.4382,,,
1.92,-390.2924,176.2735,,,
1.93,-390.1745,176.1119,,,
1.94,-390.0542,175.9522,,,
1.95,-389.9322,175.7937,,,
1.96,-389.8265,175.6239,,,
1.97,-389.7184,175.4557,,,
1.98,-389.6123,175.2862,,,
1.99,-389.5019,175.1194,,,
2.0,-389.3969,174.9491,False,True,True
2.01,-389.2993,174.7746,False,True,True
2.02,-389.2016,174.6001,False,True,True
2.03,-389.1107,174.4219,False,True,True
2.04,-389.02,174.2437,False,True,True
2.05,-388.9396,174.0605,False,True,True
2.06,-388.8566,173.8786,False,True,True
2.07,-388.7737,173.6965,False,True,True
2.08,-388.6969,173.5119,False,True,True
2.09,-388.6135,173.3301,False,True,True
2.1,-388.5192,173.1537,False,True,True
2.11,-388.4322,172.9737,False,True,True
2.12,-388.3464,172.793,False,True,True
2.13,-388.2754,172.606,False,True,True
2.14,-388.2122,172.4163,False,True,True
2.15,-388.1449,172.2279,False,True,True
2.16,-388.0842,172.0374,False,True,True
2.17,-388.0167,171.8491,False,True,True
2.18,-387.9234,171.6722,False,True,True
2.19,-387.8366,171.49200000000002,False,True,True
2.2,-387.7674,171.3043,False,True,True
2.21,-387.7008,171.1158,False,True,True
2.22,-387.6333,170.9275,False,True,True
2.23,-387.5711,170.7374,False,True,True
2.24,-387.5132,170.546,False,True,True
2.25,-387.4711,170.3505,False,True,True
2.26,-387.4467,170.15200000000002,False,True,True
2.27,-387.4377,169.9522,False,True,True
2.28,-387.4224,169.7527,False,True,True
2.29,-387.4151,169.5529,False,True,True
2.3,-387.4095,169.35299999999998,False,True,True
2.31,-387.4121,169.153,False,True,True
2.32,-387.4044,168.9531,False,True,True
2.33,-387.3962,168.7533,False,True,True
2.34,-387.3846,168.5536,False,True,True
2.35,-387.3683,168.3543,False,True,True
2.36,-387.3448,168.1557,False,True,True
2.37,-387.3173,167.9576,False,True,True
2.38,-387.2856,167.7601,False,True,True
2.39,-387.2718,167.5606,False,True,True
2.4,-387.2858,167.3611,False,True,True
2.41,-387.2925,167.1612,False,True,True
2.42,-387.29699999999997,166.9612,False,True,True
2.43,-387.2745,166.7625,False,True,True
2.44,-387.2685,166.5626,False,True,True
2.45,-387.2761,166.3627,False,True,True
2.46,-387.2598,166.1634,False,True,True
2.47,-387.224,165.9666,False,True,True
2.48,-387.1685,165.7745,False,True,True
2.49,-387.1207,165.5803,False,True,True
2.5,-387.0605,165.3895,False,True,True
2.51,-386.9893,165.2027,False,True,True
2.52,-386.9219,165.0144,False,True,True
2.53,-386.8541,164.8262,False,True,True
2.54,-386.783,164.6393,False,True,True
2.55,-386.7162,164.4507,False,True,True
2.56,-386.6436,164.2644,False,True,True
2.57,-386.5592,164.0831,False,True,True
2.58,-386.4743,163.90200000000002,False,True,True
2.59,-386.3866,163.7222,False,True,True
2.6,-386.2968,163.5435,False,True,True
2.61,-386.1954,163.3711,False,True,True
2.62,-386.08099999999996,163.2071,False,True,True
2.63,-385.95099999999996,163.0551,False,True,True
2.64,-385.8225,162.9018,False,True,True
2.65,-385.685,162.7566,False,True,True
2.66,-385.5448,162.614,False,True,True
2.67,-385.405,162.471,False,True,True
2.68,-385.2566,162.3368,False,True,True
2.69,-385.1082,162.2028,False,True,True
2.7,-384.9543,162.075,False,True,True
2.71,-384.8081,161.9386,False,True,True
2.72,-384.6603,161.8039,False,True,True
2.73,-384.5015,161.6822,False,True,True
2.74,-384.3677,161.5336,False,True,True
2.75,-384.2368,161.3824,False,True,True
2.76,-384.1088,161.2287,False,True,True
2.77,-383.99,161.0678,False,True,True
2.78,-383.8726,160.9059,False,True,True
2.79,-383.7415,160.7548,False,True,True
2.8,-383.6162,160.599,False,True,True
2.81,-383.486,160.4471,False,True,True
2.82,-383.3541,160.2968,False,True,True
2.83,-383.205,160.1636,False,True,True
2.84,-383.0674,160.0184,False,True,True
2.85,-382.9237,159.8793,False,True,True
2.86,-382.8012,159.7212,False,True,True
2.87,-382.6898,159.5551,False,True,True
2.88,-382.577,159.3899,False,True,True
2.89,-382.4811,159.2144,False,True,True
2.9,-382.3903,159.0362,False,True,True
2.91,-382.2972,158.8592,False,True,True
2.92,-382.2176,158.6757,False,True,True
2.93,-382.1437,158.4899,False,True,True
2.94,-382.0709,158.3036,False,True,True
2.95,-381.9949,158.1186,False,True,True
2.96,-381.9291,157.9297,False,True,True
2.97,-381.8477,157.7471,False,True,True
2.98,-381.7719,157.562,False,True,True
2.99,-381.7016,157.3747,False,True,True
3.0,-381.6256,157.1897,False,True,True
3.01,-381.55300000000005,157.0034,False,True,True
3.02,-381.4758,156.8189,False,True,True
3.03,-381.3838,156.6413,False,True,True
3.04,-381.2928,156.4632,False,True,True
3.05,-381.2019,156.285,False,True,True
3.06,-381.1204,156.1024,False,True,True
3.07,-381.0483,155.9158,False,True,True
3.08,-380.9729,155.7306,False,True,True
3.09,-380.8925,155.5475,False,True,True
3.1,-380.8115,155.3646,False,True,True
3.11,-380.7211,155.1862,False,True,True
3.12,-380.6543,154.9977,False,True,True
3.13,-380.5956,154.8065,False,True,True
3.14,-380.543,154.6136,False,True,True
