time,x,y,tumble,label_true,label_pred
0.0,314.5458,-326.5315,True,False,False
0.01,314.3684,-326.6238,,,
0.02,314.1891,-326.7124,,,
0.03,314.0187,-326.8172,,,
0.04,313.849,-326.9229,,,
0.05,313.704,-327.0607,,,
0.06,313.5576,-327.197,,,
0.07,313.4088,-327.3305,,,
0.08,313.2782,-327.4821,,,
0.09,313.1476,-327.6335,,,
0.1,313.0125,-327.781,,,
0.11,312.8892,-327.9385,,,
0.12,312.7642,-328.0946,,,
0.13,312.63599999999997,-328.2481,,,
0.14,312.5076,-328.4015,,,
0.15,312.3794,-328.555,,,
0.16,312.2587,-328.7144,,,
0.17,312.1371,-328.8732,,,
0.18,312.0162,-329.0325,,,
0.19,311.892,-329.1893,,,
0.2,311.7766,-329.3526,,,
0.21,311.6623,-329.5168,,,
0.22,311.5487,-329.6814,,,
0.23,311.4239,-329.8377,,,
0.24,311.3071,-330.0,,,
0.25,311.2027,-330.1706,,,
0.26,311.0832,-330.33099999999996,,,
0.27,310.9622,-330.4902,,,
0.28,310.8191,-330.63,,,
0.29,310.6745,-330.7682,,,
0.3,310.5118,-330.8845,,,
0.31,310.3464,-330.9968,,,
0.32,310.1844,-331.1141,,,
0.33,310.027,-331.2375,,,
0.34,309.8751,-331.3677,,,
0.35,309.7096,-331.4799,,,
0.36,309.5415,-331.5883,,,
0.37,309.3626,-331.6777,,,
0.38,309.1919,-331.7819,,,
0.39,309.0135,-331.8723,,,
0.4,308.8314,-331.9549,,,
0.41,308.6396,-332.0117,,,
0.42,308.4457,-332.0607,,,
0.43,308.2578,-332.1292,,,
0.44,308.0678,-332.1916,,,
0.45,307.8849,-332.2725,,,
0.46,307.7131,-332.3749,,,
0.47,307.5349,-332.4657,,,
0.48,307.3444,-332.5268,,,
0.49,307.1568,-332.5961,,,
0.5,306.9702,-332.6679,,,
0.51,306.7931,-332.76099999999997,,,
0.52,306.6171,-332.8559,,,
0.53,306.4415,-332.9517,,,
0.54,306.2639,-333.0435,,,
0.55,306.087,-333.13699999999994,,,
0.56,305.9152,-333.2394,,,
0.57,305.7336,-333.3231,,,
0.58,305.559,-333.4206,,,
0.59,305.3838,-333.517,,,
0.6,305.2062,-333.6091,,,
0.61,305.0244,-333.6924,,,
0.62,304.8524,-333.7945,,,
0.63,304.6787,-333.8937,,,
0.64,304.4985,-333.9803,,,
0.65,304.318,-334.0664,,,
0.66,304.131,-334.1375,,,
0.67,303.9394,-334.1947,,,
0.68,303.7449,-334.2414,,,
0.69,303.54900000000004,-334.2818,,,
0.7,303.3504,-334.3057,,,
0.71,303.1505,-334.3022,,,
0.72,302.9505,-334.3073,,,
0.73,302.751,-334.3203,,,
0.74,302.5521,-334.2992,,,
0.75,302.3521,-334.2975,,,
0.76,302.1521,-334.3003,,,
0.77,301.9522,-334.3063,,,
0.78,301.7531,-334.3254,,,
0.79,301.5549,-334.3522,,,
0.8,301.3561,-334.3742,,,
0.81,301.1584,-334.4042,,,
0.82,300.9642,-334.452,,,
0.83,300.7696,-334.4983,,,
0.84,300.5731,-334.5355,,,
0.85,300.3777,-334.5783,,,
0.86,300.181,-334.6143,,,
0.87,299.9847,-334.6528,,,
0.88,299.7917,-334.7051,,,
0.89,299.597,-334.7511,,,
0.9,299.4094,-334.8203,,,
0.91,299.2164,-334.8727,,,
0.92,299.0263,-334.9349,,,
0.93,298.8385,-335.0038,,,
0.94,298.6464,-335.0593,,,
0.95,298.4481,-335.0853,,,
0.96,298.2499,-335.1121,,,
0.97,298.0508,-335.1304,,,
0.98,297.8535,-335.1632,,,
0.99,297.657,-335.2007,,,
1.0,297.657,-335.2007,True,True,False
1.01,297.8184,-335.3189,,,
1.02,297.9706,-335.4487,,,
1.03,298.1178,-335.584,,,
1.04,298.2456,-335.7379,,,
1.05,298.3554,-335.905,,,
1.06,298.4628,-336.0737,,,
1.07,298.5782,-336.2371,,,
1.08,298.6927,-336.401,,,
1.09,298.8121,-336.5615,,,
1.1,298.92,-336.7299,,,
1.11,299.0132,-336.9069,,,
1.12,299.1162,-337.0783,,,
1.13,299.2245,-337.2465,,,
1.14,299.3324,-337.4148,,,
1.15,299.4537,-337.5739,,,
1.16,299.5651,-337.74,,,
1.17,299.6721,-337.909,,,
1.18,299.7898,-338.0706,,,
1.19,299.9255,-338.2176,,,
1.2,300.0613,-338.3644,,,
1.21,300.2119,-338.4961,,,
1.22,300.3573,-338.6333,,,
1.23,300.5056,-338.7676,,,
1.24,300.6524,-338.9034,,,
1.25,300.7848,-339.0533,,,
1.26,300.9197,-339.20099999999996,,,
1.27,301.063,-339.3404,,,
1.28,301.205,-339.4813,,,
1.29,301.3464,-339.6227,,,
1.3,301.4997,-339.7512,,,
1.31,301.6423,-339.8914,,,
1.32,301.7711,-340.0444,,,
1.33,301.8934,-340.2026,,,
1.34,302.0035,-340.3696,,,
1.35,302.1273,-340.5267,,,
1.36,302.2542,-340.6813,,,
1.37,302.3724,-340.8426,,,
1.38,302.4843,-341.0084,,,
1.39,302.6242,-341.1513,,,
1.4,302.7584,-341.2995,,,
1.41,302.8854,-341.4541,,,
1.42,303.0153,-341.6061,,,
