bin_edge,ci
9.5,0.4006620362002367
14.41,0.24992628510576065
19.32,0.20292181057234845
24.23,0.1750106541003546
29.14,0.15857902619684253
34.05,0.14769431811241576
38.96,0.141815901533994
43.870000000000005,0.13748606168287084
48.78,0.13431205126777193
53.69,0.13600054474310672
58.6,0.13643067601610243
63.510000000000005,0.13679981248198592
68.42,0.138736345086978
73.33,0.14027383216612127
78.24000000000001,0.14107000810216497
83.15,0.14276286576434663
88.06,0.14496551141328232
92.97,0.14672711435685268
97.88,0.1502528831471095
102.79,0.15274718533296394
107.7,0.15580303707512813
112.61,0.15988455059233087
117.52000000000001,0.16118700238620884
122.43,0.16428931189496768
127.34,0.16613690493772384
132.25,0.1675740543829594
137.16,0.16993227016528714
142.07,0.17138667591343532
146.98000000000002,0.17221024698197185
151.89000000000001,0.17327388417165335
156.8,0.17562312230711774
161.71,0.17684583336114418
166.62,0.1771889802824826
171.53,0.17867675815224549
176.44,0.17814208231625264
181.35,0.17884316843147233
186.26,0.1806860982319374
191.17000000000002,0.182865645702744
196.08,0.18111304298493597
200.99,0.18103163435196745
205.9,0.18280327266835256
210.81,0.18228379454616758
215.72,0.18249439351446797
220.63,0.1845996660140669
225.54000000000002,0.18628792693141763
230.45000000000002,0.18709581502488315
235.36,0.1827274309757843
240.27,0.18347671576985985
245.18,0.18123966427955998
250.09,0.18025122891278142
255.0,0.17903206418571205
259.90999999999997,0.17782877843105396
264.82,0.1776650757679011
269.73,0.17580537126418494
274.64,0.17232028445926992
279.55,0.17033611588221423
284.46000000000004,0.16661791873436194
289.37,0.16504670006583236
294.28000000000003,0.16240319379926607
299.19,0.15870382266293395
304.1,0.15552743018182652
309.01,0.15263613065137255
313.92,0.14694375490529166
318.83,0.14262175116807393
323.74,0.13894988398629493
328.65000000000003,0.12951263012850847
333.56,0.12301827060564412
338.47,0.1175075276169248
343.38,0.11079521492939536
348.29,0.10353954128448274
353.2,0.09628962714053407
358.11,0.0892206768100626
363.02,0.08154691598471675
367.93,0.07574252512640435
372.84000000000003,0.06988753747889832
377.75,0.0628622956903048
382.66,0.05638232848202208
387.57,0.05146740235311282
392.48,0.045336683173840396
397.39,0.03901106642637505
402.3,0.033520673960527096
407.21000000000004,0.02843485214426432
412.12,0.021859343822357463
417.03000000000003,0.01605698729938338
421.94,0.008850316626923345
426.85,0.0022205939750612265
431.76,-0.005007559163283661
436.67,-0.01176250596901397
441.58000000000004,-0.019292261164883015
446.49,-0.02767494383875681
451.40000000000003,-0.03807789795545085
456.31,-0.049689183433085655
461.22,-0.06446959898467787
466.13,-0.08202266100709185
471.04,-0.10661574911887742
475.95,-0.13855941105863073
480.86,-0.17098868928011915
485.77000000000004,-0.21991061354253535
490.68,-0.3020536300119824
495.59000000000003,-0.48647284146108183
500.5,
