,bin_edge,res_time
0,9.5,5099.56
1,14.41,8281.69
2,19.32,9730.56
3,24.23,10709.550000000001
4,29.14,11544.44
5,34.05,11841.57
6,38.96,11861.42
7,43.870000000000005,11671.95
8,48.78,11403.47
9,53.69,10908.02
10,58.6,10510.460000000001
11,63.510000000000005,9997.1
12,68.42,9471.58
13,73.33,9118.53
14,78.24000000000001,8657.380000000001
15,83.15,8131.650000000001
16,88.06,7737.16
17,92.97,7508.360000000001
18,97.88,7234.21
19,102.79,6831.4800000000005
20,107.7,6592.67
21,112.61,6353.05
22,117.52000000000001,6176.82
23,122.43,6063.0
24,127.34,5961.62
25,132.25,5788.68
26,137.16,5605.38
27,142.07,5444.95
28,146.98000000000002,5315.150000000001
29,151.89000000000001,5234.150000000001
30,156.8,5118.06
31,161.71,4987.93
32,166.62,4854.76
33,171.53,4738.74
34,176.44,4670.2
35,181.35,4653.97
36,186.26,4637.37
37,191.17000000000002,4553.63
38,196.08,4423.96
39,200.99,4402.24
40,205.9,4274.89
41,210.81,4182.1
42,215.72,4133.49
43,220.63,4006.0
44,225.54000000000002,3948.42
45,230.45000000000002,3870.4900000000002
46,235.36,3791.61
47,240.27,3798.89
48,245.18,3678.28
49,250.09,3642.66
50,255.0,3622.34
51,259.90999999999997,3474.6800000000003
52,264.82,3407.44
53,269.73,3314.6800000000003
54,274.64,3301.09
55,279.55,3213.86
56,284.46000000000004,3176.96
57,289.37,3143.56
58,294.28000000000003,3101.15
59,299.19,3081.26
60,304.1,3111.41
61,309.01,3086.6800000000003
62,313.92,3082.17
63,318.83,3075.16
64,323.74,3048.09
65,328.65000000000003,3074.16
66,333.56,3013.8
67,338.47,2998.53
68,343.38,3036.63
69,348.29,3082.16
70,353.2,3149.65
71,358.11,3262.81
72,363.02,3287.48
73,367.93,3381.4300000000003
74,372.84000000000003,3438.14
75,377.75,3557.4
76,382.66,3584.28
77,387.57,3727.94
78,392.48,3833.04
79,397.39,3825.96
80,402.3,3731.37
81,407.21000000000004,3803.82
82,412.12,3842.6
83,417.03000000000003,3895.37
84,421.94,3903.53
85,426.85,3909.0
86,431.76,3811.32
87,436.67,3817.3
88,441.58000000000004,3727.41
89,446.49,3615.21
90,451.40000000000003,3414.61
91,456.31,3218.2400000000002
92,461.22,2948.2000000000003
93,466.13,2703.53
94,471.04,2476.48
95,475.95,2112.35
96,480.86,1703.43
97,485.77000000000004,1358.51
98,490.68,1013.73
99,495.59000000000003,633.65
100,500.5,
