,bin_edge,res_time
0,9.5,5301.1
1,14.41,8887.7
2,19.32,10233.84
3,24.23,11534.36
4,29.14,12631.24
5,34.05,13174.09
6,38.96,13104.0
7,43.870000000000005,12975.41
8,48.78,12677.84
9,53.69,12246.220000000001
10,58.6,11831.04
11,63.510000000000005,11300.48
12,68.42,10698.94
13,73.33,10052.18
14,78.24000000000001,9614.74
15,83.15,9144.58
16,88.06,8602.12
17,92.97,8131.12
18,97.88,7711.0
19,102.79,7359.150000000001
20,107.7,7076.150000000001
21,112.61,6718.110000000001
22,117.52000000000001,6382.93
23,122.43,6126.3
24,127.34,5865.81
25,132.25,5538.03
26,137.16,5288.24
27,142.07,5086.03
28,146.98000000000002,4880.81
29,151.89000000000001,4706.21
30,156.8,4608.7300000000005
31,161.71,4501.150000000001
32,166.62,4281.87
33,171.53,4148.04
34,176.44,3980.92
35,181.35,3897.4900000000002
36,186.26,3785.65
37,191.17000000000002,3613.83
38,196.08,3508.69
39,200.99,3503.13
40,205.9,3376.73
41,210.81,3228.52
42,215.72,3138.5
43,220.63,3056.89
44,225.54000000000002,2967.68
45,230.45000000000002,2887.79
46,235.36,2816.84
47,240.27,2731.98
48,245.18,2645.16
49,250.09,2564.63
50,255.0,2476.61
51,259.90999999999997,2450.2400000000002
52,264.82,2349.7200000000003
53,269.73,2259.2400000000002
54,274.64,2198.36
55,279.55,2178.4
56,284.46000000000004,2109.67
57,289.37,2051.9700000000003
58,294.28000000000003,1993.43
59,299.19,1979.8700000000001
60,304.1,1968.32
61,309.01,1987.99
62,313.92,1973.89
63,318.83,1968.65
64,323.74,1965.44
65,328.65000000000003,1998.8400000000001
66,333.56,2028.06
67,338.47,2042.41
68,343.38,2097.2200000000003
69,348.29,2185.2400000000002
70,353.2,2271.03
71,358.11,2367.58
72,363.02,2502.38
73,367.93,2561.7200000000003
74,372.84000000000003,2683.9900000000002
75,377.75,2688.71
76,382.66,2864.57
77,387.57,2932.88
78,392.48,2997.36
79,397.39,3049.12
80,402.3,3121.4300000000003
81,407.21000000000004,3175.6
82,412.12,3227.07
83,417.03000000000003,3263.61
84,421.94,3354.33
85,426.85,3381.21
86,431.76,3311.38
87,436.67,3245.71
88,441.58000000000004,3161.71
89,446.49,3094.88
90,451.40000000000003,2931.2400000000002
91,456.31,2839.26
92,461.22,2701.71
93,466.13,2431.9
94,471.04,2141.69
95,475.95,1876.63
96,480.86,1556.5900000000001
97,485.77000000000004,1285.1200000000001
98,490.68,944.41
99,495.59000000000003,577.7
100,500.5,
