,bin_edge,res_time
0,9.5,5318.18
1,14.41,8726.14
2,19.32,10172.210000000001
3,24.23,11232.83
4,29.14,12113.36
5,34.05,12444.800000000001
6,38.96,12441.59
7,43.870000000000005,12085.83
8,48.78,11802.52
9,53.69,11230.32
10,58.6,10688.02
11,63.510000000000005,10183.35
12,68.42,9694.01
13,73.33,9132.630000000001
14,78.24000000000001,8631.130000000001
15,83.15,8076.12
16,88.06,7764.85
17,92.97,7406.47
18,97.88,7019.650000000001
19,102.79,6695.89
20,107.7,6382.37
21,112.61,6160.0
22,117.52000000000001,5934.71
23,122.43,5678.02
24,127.34,5491.72
25,132.25,5269.1900000000005
26,137.16,5094.27
27,142.07,4911.76
28,146.98000000000002,4719.59
29,151.89000000000001,4586.650000000001
30,156.8,4464.29
31,161.71,4356.1900000000005
32,166.62,4326.09
33,171.53,4205.33
34,176.44,4097.57
35,181.35,4073.85
36,186.26,3965.56
37,191.17000000000002,3884.51
38,196.08,3761.04
39,200.99,3741.82
40,205.9,3607.65
41,210.81,3580.64
42,215.72,3413.75
43,220.63,3356.0
44,225.54000000000002,3360.31
45,230.45000000000002,3319.23
46,235.36,3255.55
47,240.27,3213.33
48,245.18,3150.75
49,250.09,3100.56
50,255.0,3058.67
51,259.90999999999997,2938.76
52,264.82,2901.44
53,269.73,2821.71
54,274.64,2772.3
55,279.55,2711.28
56,284.46000000000004,2660.1
57,289.37,2627.19
58,294.28000000000003,2560.36
59,299.19,2562.63
60,304.1,2553.06
61,309.01,2510.86
62,313.92,2438.23
63,318.83,2456.03
64,323.74,2462.6
65,328.65000000000003,2499.32
66,333.56,2499.96
67,338.47,2575.41
68,343.38,2578.68
69,348.29,2604.11
70,353.2,2704.29
71,358.11,2815.1
72,363.02,2859.32
73,367.93,2980.82
74,372.84000000000003,3101.27
75,377.75,3164.81
76,382.66,3295.58
77,387.57,3414.4300000000003
78,392.48,3464.7000000000003
79,397.39,3473.59
80,402.3,3444.7200000000003
81,407.21000000000004,3538.55
82,412.12,3570.07
83,417.03000000000003,3538.7400000000002
84,421.94,3612.35
85,426.85,3568.1800000000003
86,431.76,3481.7200000000003
87,436.67,3458.52
88,441.58000000000004,3314.05
89,446.49,3245.5
90,451.40000000000003,3151.12
91,456.31,3001.46
92,461.22,2758.9700000000003
93,466.13,2509.7000000000003
94,471.04,2245.9700000000003
95,475.95,1988.55
96,480.86,1611.42
97,485.77000000000004,1313.43
98,490.68,977.96
99,495.59000000000003,623.09
100,500.5,
