,bin_edge,res_time
0,9.5,5400.52
1,14.41,8941.97
2,19.32,10545.76
3,24.23,11726.12
4,29.14,12683.14
5,34.05,13130.720000000001
6,38.96,13137.15
7,43.870000000000005,13018.5
8,48.78,12816.33
9,53.69,12360.69
10,58.6,11866.57
11,63.510000000000005,11324.39
12,68.42,10731.94
13,73.33,10254.380000000001
14,78.24000000000001,9623.54
15,83.15,9192.78
16,88.06,8782.67
17,92.97,8277.34
18,97.88,7786.7300000000005
19,102.79,7315.1900000000005
20,107.7,7063.43
21,112.61,6622.4400000000005
22,117.52000000000001,6290.360000000001
23,122.43,5977.59
24,127.34,5662.34
25,132.25,5454.04
26,137.16,5233.14
27,142.07,5091.37
28,146.98000000000002,4964.150000000001
29,151.89000000000001,4839.53
30,156.8,4677.62
31,161.71,4561.05
32,166.62,4417.04
33,171.53,4307.81
34,176.44,4202.58
35,181.35,4082.15
36,186.26,3952.08
37,191.17000000000002,3868.4900000000002
38,196.08,3761.9300000000003
39,200.99,3609.01
40,205.9,3500.15
41,210.81,3389.2200000000003
42,215.72,3314.33
43,220.63,3182.35
44,225.54000000000002,3047.84
45,230.45000000000002,2967.34
46,235.36,2859.7000000000003
47,240.27,2736.5
48,245.18,2627.8
49,250.09,2540.28
50,255.0,2465.11
51,259.90999999999997,2363.38
52,264.82,2274.7200000000003
53,269.73,2203.48
54,274.64,2135.13
55,279.55,2072.7
56,284.46000000000004,2009.68
57,289.37,1959.17
58,294.28000000000003,1947.6000000000001
59,299.19,1913.77
60,304.1,1909.48
61,309.01,1903.17
62,313.92,1916.43
63,318.83,1891.3500000000001
64,323.74,1904.82
65,328.65000000000003,1950.89
66,333.56,1961.47
67,338.47,2015.51
68,343.38,2070.63
69,348.29,2151.38
70,353.2,2239.65
71,358.11,2331.42
72,363.02,2460.62
73,367.93,2543.12
74,372.84000000000003,2652.35
75,377.75,2682.92
76,382.66,2780.48
77,387.57,2866.93
78,392.48,2930.63
79,397.39,3043.44
80,402.3,3087.42
81,407.21000000000004,3171.4500000000003
82,412.12,3171.8
83,417.03000000000003,3235.05
84,421.94,3324.59
85,426.85,3300.78
86,431.76,3316.07
87,436.67,3236.36
88,441.58000000000004,3167.89
89,446.49,3095.35
90,451.40000000000003,3022.36
91,456.31,2856.33
92,461.22,2667.34
93,466.13,2458.9500000000003
94,471.04,2220.37
95,475.95,1937.24
96,480.86,1590.13
97,485.77000000000004,1277.84
98,490.68,968.13
99,495.59000000000003,593.6800000000001
100,500.5,
