id_succ,time_to_target
0,113.53
1,67.01
2,90.13
3,21.02
4,84.52
5,32.27
6,46.79
7,68.3
9,99.43
10,52.73
11,25.63
12,85.22
14,22.67
15,9.13
16,14.05
17,70.78
19,76.43
23,24.9
24,70.79
25,35.54
26,12.87
28,28.89
29,28.51
30,70.65
31,108.33
32,83.37
33,85.19
34,15.58
35,91.1
36,70.41
37,48.56
39,63.57
40,37.6
41,70.36
42,59.95
43,21.98
44,65.54
45,32.19
46,37.25
47,29.21
48,83.91
49,53.59
50,58.29
51,38.16
53,19.74
54,15.94
55,16.48
56,23.32
57,36.5
58,68.77
59,39.87
60,54.88
61,28.81
62,60.32
63,84.16
64,32.96
65,40.95
66,40.09
67,75.63
68,65.11
69,40.79
71,65.17
72,118.34
73,52.19
74,57.98
75,22.73
76,26.57
77,17.74
78,51.93
79,29.79
80,28.55
81,51.5
82,89.05
84,87.66
85,19.26
86,46.66
87,95.5
90,54.77
91,50.56
92,32.31
93,41.76
94,53.32
95,57.52
96,40.9
97,4.69
99,9.23
100,58.6
101,27.26
102,79.73
104,75.09
105,33.52
106,46.16
107,19.47
108,70.53
109,129.18
110,89.87
111,47.33
112,94.27
113,32.95
115,44.84
118,142.24
119,82.26
120,43.98
121,68.62
122,83.74
123,75.69
124,43.81
125,34.53
126,9.66
127,156.15
128,43.38
129,30.32
130,45.71
131,71.38
132,18.2
133,57.76
134,64.95
135,69.68
136,76.44
137,62.25
138,76.26
139,19.32
141,24.88
142,69.82
144,59.51
145,56.21
146,19.09
148,64.53
150,58.62
151,43.75
152,17.66
153,82.69
154,32.77
156,35.71
157,34.35
158,74.92
159,11.26
160,38.29
161,71.6
162,123.76
163,79.86
165,74.66
166,22.27
167,82.72
168,48.43
169,37.69
170,88.61
171,20.14
172,69.08
173,51.28
174,40.17
175,29.81
176,48.87
178,53.47
179,17.16
180,52.65
181,106.74
182,36.69
183,34.94
184,53.78
185,152.11
186,59.62
187,39.65
188,100.18
189,72.09
190,34.3
191,39.59
192,73.32
193,119.72
194,23.91
195,79.06
196,19.05
197,46.67
198,92.61
199,66.49
200,39.14
201,35.31
202,93.62
