id_succ,time_to_target
0,70.7
2,26.91
3,52.33
4,65.88
5,45.47
6,64.41
7,110.6
9,36.9
10,72.75
11,40.65
12,40.99
14,9.52
15,20.17
16,15.85
18,68.84
20,105.93
21,91.02
23,78.24
24,20.77
25,90.1
26,8.79
28,17.78
29,46.18
30,30.81
32,37.24
33,124.87
34,22.92
35,44.85
36,40.5
37,92.63
38,58.06
40,22.43
41,48.74
42,20.9
43,12.13
44,40.54
46,32.95
47,15.87
48,44.33
49,53.98
51,50.25
53,19.83
54,31.29
55,15.42
56,105.28
57,34.5
58,36.64
59,23.6
60,36.27
61,47.07
62,51.87
63,39.13
64,45.07
65,21.03
66,100.91
67,38.87
68,78.62
69,45.97
71,31.89
72,69.48
73,41.45
74,48.49
75,75.78
76,23.41
77,38.61
78,46.28
79,98.68
80,22.05
81,30.91
82,18.82
84,40.25
85,26.44
86,59.98
87,13.75
88,62.63
90,30.66
91,97.0
92,22.17
93,82.55
94,34.98
95,81.49
96,20.74
97,4.53
98,56.97
99,44.06
100,35.89
101,34.6
102,66.89
104,25.57
105,57.68
106,48.23
107,50.77
108,37.8
110,67.7
112,42.01
113,25.12
115,35.4
117,34.09
118,74.2
119,123.77
120,34.18
121,21.04
123,34.67
124,36.14
125,23.71
126,5.4
127,20.48
128,48.31
129,51.38
130,24.88
131,68.49
132,22.92
133,50.87
134,35.65
135,60.3
136,26.93
137,26.03
138,63.68
139,38.72
141,112.82
142,28.25
144,125.56
145,43.99
146,39.38
148,81.59
150,91.58
151,83.72
152,36.33
153,60.32
154,43.27
156,75.81
157,22.05
158,77.4
159,36.04
161,61.7
162,66.81
163,40.32
166,6.5
167,15.68
169,52.94
170,44.13
171,8.29
172,20.17
173,45.13
174,62.77
175,34.45
176,36.27
177,47.37
179,76.28
180,25.14
181,40.78
182,45.4
183,23.13
185,32.59
186,63.63
187,30.01
189,35.03
190,55.68
191,46.98
192,24.9
193,78.69
194,56.3
195,60.12
196,23.98
197,69.37
198,59.51
199,26.84
200,30.24
201,41.22
202,41.39
203,14.26
204,5.61
