time,x,y,tumble,label_true,label_pred
0.0,-209.5644,-394.6103,True,False,False
0.01,-209.3842,-394.6971,,,
0.02,-209.2008,-394.7769,,,
0.03,-209.0138,-394.8479,,,
0.04,-208.8348,-394.93699999999995,,,
0.05,-208.6596,-395.0335,,,
0.06,-208.4838,-395.1288,,,
0.07,-208.3254,-395.2509,,,
0.08,-208.1674,-395.3736,,,
0.09,-208.0074,-395.4936,,,
0.1,-207.8432,-395.6077,,,
0.11,-207.6817,-395.7257,,,
0.12,-207.5265,-395.8518,,,
0.13,-207.3698,-395.9761,,,
0.14,-207.2221,-396.111,,,
0.15,-207.0821,-396.2538,,,
0.16,-206.9514,-396.4052,,,
0.17,-206.826,-396.561,,,
0.18,-206.6978,-396.7145,,,
0.19,-206.5681,-396.8668,,,
0.2,-206.4305,-397.0119,,,
0.21,-206.2943,-397.1584,,,
0.22,-206.1663,-397.31199999999995,,,
0.23,-206.0516,-397.4758,,,
0.24,-205.9517,-397.6491,,,
0.25,-205.8473,-397.8197,,,
0.26,-205.7465,-397.9924,,,
0.27,-205.6581,-398.1718,,,
0.28,-205.554,-398.3426,,,
0.29,-205.4543,-398.51599999999996,,,
0.3,-205.3661,-398.6955,,,
0.31,-205.2715,-398.8718,,,
0.32,-205.1748,-399.0468,,,
0.33,-205.0912,-399.2285,,,
0.34,-204.993,-399.4027,,,
0.35,-204.9022,-399.5809,,,
0.36,-204.8185,-399.7626,,,
0.37,-204.7294,-399.9416,,,
0.38,-204.6476,-400.1241,,,
0.39,-204.5822,-400.3131,,,
0.4,-204.5128,-400.5007,,,
0.41,-204.4406,-400.6872,,,
0.42,-204.3707,-400.8746,,,
0.43,-204.3061,-401.0639,,,
0.44,-204.237,-401.2515,,,
0.45,-204.1796,-401.4432,,,
0.46,-204.1195,-401.6339,,,
0.47,-204.0664,-401.8267,,,
0.48,-204.01,-402.0186,,,
0.49,-203.9486,-402.2089,,,
0.5,-203.8845,-402.3984,,,
0.51,-203.8176,-402.5869,,,
0.52,-203.7449,-402.7732,,,
0.53,-203.7017,-402.9685,,,
0.54,-203.6419,-403.1593,,,
0.55,-203.5871,-403.3517,,,
0.56,-203.5183,-403.5395,,,
0.57,-203.4366,-403.722,,,
0.58,-203.3583,-403.9061,,,
0.59,-203.2958,-404.096,,,
0.6,-203.2433,-404.289,,,
0.61,-203.1703,-404.4752,,,
0.62,-203.0796,-404.6535,,,
0.63,-203.0131,-404.8421,,,
0.64,-202.9389,-405.0278,,,
0.65,-202.8505,-405.2072,,,
0.66,-202.74599999999998,-405.3778,,,
0.67,-202.6569,-405.5568,,,
0.68,-202.5833,-405.7428,,,
0.69,-202.5038,-405.9263,,,
0.7,-202.4281,-406.1115,,,
0.71,-202.3389,-406.2904,,,
0.72,-202.2472,-406.4682,,,
0.73,-202.1563,-406.6463,,,
0.74,-202.0632,-406.8234,,,
0.75,-201.9588,-406.9939,,,
0.76,-201.8527,-407.1635,,,
0.77,-201.7517,-407.3361,,,
0.78,-201.6554,-407.5114,,,
0.79,-201.5661,-407.6904,,,
0.8,-201.5105,-407.8825,,,
0.81,-201.4637,-408.0769,,,
0.82,-201.4209,-408.2723,,,
0.83,-201.3672,-408.4649,,,
0.84,-201.3154,-408.6581,,,
0.85,-201.2547,-408.8487,,,
0.86,-201.1956,-409.0398,,,
0.87,-201.1237,-409.2264,,,
0.88,-201.0288,-409.4024,,,
0.89,-200.9128,-409.5653,,,
0.9,-200.7794,-409.7144,,,
0.91,-200.6458,-409.8632,,,
0.92,-200.5312,-410.0271,,,
0.93,-200.4273,-410.19800000000004,,,
0.94,-200.3248,-410.3697,,,
0.95,-200.2125,-410.5352,,,
0.96,-200.09,-410.6933,,,
0.97,-199.9489,-410.8351,,,
0.98,-199.7981,-410.9665,,,
0.99,-199.6351,-411.0824,,,
1.0,-199.6351,-411.0824,True,False,False
1.01,-199.8306,-411.0398,,,
1.02,-200.0283,-411.0096,,,
1.03,-200.22,-410.9527,,,
1.04,-200.415,-410.9082,,,
1.05,-200.608,-410.8557,,,
1.06,-200.7985,-410.795,,,
1.07,-200.9926,-410.7466,,,
1.08,-201.1916,-410.7262,,,
1.09,-201.3906,-410.7063,,,
1.1,-201.5892,-410.68300000000005,,,
1.11,-201.7857,-410.6457,,,
1.12,-201.9797,-410.5972,,,
1.13,-202.1689,-410.5322,,,
1.14,-202.3606,-410.4753,,,
1.15,-202.5532,-410.4215,,,
1.16,-202.74599999999998,-410.3683,,,
1.17,-202.942,-410.3283,,,
1.18,-203.1375,-410.2863,,,
1.19,-203.3346,-410.2521,,,
1.2,-203.5345,-410.245,,,
1.21,-203.7327,-410.2189,,,
1.22,-203.9296,-410.1838,,,
1.23,-204.1244,-410.1385,,,
1.24,-204.3175,-410.0861,,,
1.25,-204.5123,-410.0411,,,
1.26,-204.7083,-410.0011,,,
1.27,-204.9024,-409.9531,,,
1.28,-205.0908,-409.88599999999997,,,
1.29,-205.2801,-409.8214,,,
1.3,-205.4726,-409.7671,,,
1.31,-205.6654,-409.7137,,,
1.32,-205.8549,-409.6499,,,
1.33,-206.0476,-409.5965,,,
1.34,-206.2359,-409.529,,,
1.35,-206.4241,-409.4612,,,
1.36,-206.61,-409.3874,,,
1.37,-206.7932,-409.3072,,,
1.38,-206.9806,-409.2375,,,
1.39,-207.1728,-409.18199999999996,,,
1.4,-207.3663,-409.1314,,,
1.41,-207.5541,-409.0628,,,
1.42,-207.745,-409.0031,,,
1.43,-207.93099999999998,-408.9294,,,
1.44,-208.1049,-408.8308,,,
1.45,-208.28099999999998,-408.736,,,
1.46,-208.453,-408.6338,,,
1.47,-208.6224,-408.5276,,,
1.48,-208.7912,-408.4203,,,
1.49,-208.9584,-408.3105,,,
1.5,-209.1417,-408.2305,,,
1.51,-209.3244,-408.1492,,,
1.52,-209.5136,-408.0844,,,
1.53,-209.705,-408.0264,,,
1.54,-209.8898,-407.9497,,,
1.55,-210.0655,-407.8542,,,
1.56,-210.2467,-407.7696,,,
1.57,-210.4241,-407.6773,,,
1.58,-210.6032,-407.5881,,,
1.59,-210.7844,-407.5036,,,
1.6,-210.96599999999998,-407.4199,,,
1.61,-211.1512,-407.3441,,,
1.62,-211.3372,-407.2706,,,
1.63,-211.5165,-407.1822,,,
1.64,-211.6958,-407.0934,,,
1.65,-211.8779,-407.0108,,,
1.66,-212.0555,-406.9188,,,
1.67,-212.235,-406.8306,,,
1.68,-212.4192,-406.7528,,,
1.69,-212.5945,-406.6565,,,
1.7,-212.7739,-406.5681,,,
1.71,-212.9414,-406.4587,,,
1.72,-213.1014,-406.3388,,,
1.73,-213.26,-406.217,,,
1.74,-213.4381,-406.1259,,,
1.75,-213.607,-406.0188,,,
1.76,-213.7754,-405.911,,,
1.77,-213.9444,-405.80400000000003,,,
1.78,-214.1189,-405.7062,,,
1.79,-214.3023,-405.6264,,,
1.8,-214.4906,-405.5591,,,
1.81,-214.6848,-405.5112,,,
1.82,-214.8757,-405.4515,,,
1.83,-215.0645,-405.3856,,,
1.84,-215.2567,-405.3302,,,
1.85,-215.4469,-405.2684,,,
1.86,-215.6362,-405.2038,,,
1.87,-215.8128,-405.1099,,,
1.88,-215.9937,-405.0247,,,
