time,x,y,tumble,label_true,label_pred
0.0,-341.9029,175.6824,True,False,False
0.01,-342.0399,175.828,,,
0.02,-342.1613,175.987,,,
0.03,-342.2886,176.1412,,,
0.04,-342.4125,176.2983,,,
0.05,-342.5234,176.4647,,,
0.06,-342.6381,176.6285,,,
0.07,-342.7451,176.7975,,,
0.08,-342.8705,176.9533,,,
0.09,-342.9754,177.1236,,,
0.1,-343.0666,177.3016,,,
0.11,-343.1381,177.4884,,,
0.12,-343.2081,177.6757,,,
0.13,-343.2663,177.8671,,,
0.14,-343.3102,178.0622,,,
0.15,-343.3578,178.2564,,,
0.16,-343.38,178.4552,,,
0.17,-343.4053,178.6536,,,
0.18,-343.4186,178.8532,,,
0.19,-343.4498,179.0507,,,
0.2,-343.4801,179.2484,,,
0.21,-343.5259,179.4431,,,
0.22,-343.5421,179.6424,,,
0.23,-343.5625,179.8414,,,
0.24,-343.5829,180.0403,,,
0.25,-343.6051,180.2391,,,
0.26,-343.6209,180.4385,,,
0.27,-343.6376,180.6378,,,
0.28,-343.6468,180.8376,,,
0.29,-343.6766,181.0353,,,
0.3,-343.685,181.2351,,,
0.31,-343.6872,181.4351,,,
0.32,-343.69300000000004,181.6351,,,
0.33,-343.7076,181.8345,,,
0.34,-343.6994,182.0344,,,
0.35,-343.6864,182.2339,,,
0.36,-343.7066,182.4329,,,
0.37,-343.7411,182.6299,,,
0.38,-343.7844,182.8252,,,
0.39,-343.8343,183.0188,,,
0.4,-343.8674,183.2161,,,
0.41,-343.9132,183.4108,,,
0.42,-343.9663,183.6036,,,
0.43,-344.0198,183.7963,,,
0.44,-344.0689,183.9902,,,
0.45,-344.1261,184.1818,,,
0.46,-344.1725,184.3764,,,
0.47,-344.2192,184.5708,,,
0.48,-344.2547,184.7677,,,
0.49,-344.2945,184.9637,,,
0.5,-344.3494,185.15599999999998,,,
0.51,-344.3901,185.3518,,,
0.52,-344.4572,185.5402,,,
0.53,-344.5257,185.7281,,,
0.54,-344.6122,185.9084,,,
0.55,-344.7069,186.0846,,,
0.56,-344.7812,186.2703,,,
0.57,-344.8382,186.46200000000002,,,
0.58,-344.9017,186.6516,,,
0.59,-344.9753,186.8376,,,
0.6,-345.0242,187.0315,,,
0.61,-345.0613,187.2281,,,
0.62,-345.0996,187.4244,,,
0.63,-345.1484,187.6183,,,
0.64,-345.2022,187.81099999999998,,,
0.65,-345.2396,188.0074,,,
0.66,-345.2809,188.2031,,,
0.67,-345.3183,188.3996,,,
0.68,-345.3483,188.5973,,,
0.69,-345.3844,188.794,,,
0.7,-345.4117,188.9922,,,
0.71,-345.4533,189.1878,,,
0.72,-345.4765,189.3864,,,
0.73,-345.4978,189.5853,,,
0.74,-345.5214,189.7839,,,
0.75,-345.5484,189.9821,,,
0.76,-345.5667,190.1812,,,
0.77,-345.5885,190.38,,,
0.78,-345.5945,190.5799,,,
0.79,-345.6038,190.7797,,,
0.8,-345.6211,190.979,,,
0.81,-345.651,191.1767,,,
0.82,-345.6698,191.3758,,,
0.83,-345.6884,191.575,,,
0.84,-345.7244,191.7717,,,
0.85,-345.7586,191.9688,,,
0.86,-345.7907,192.1662,,,
0.87,-345.8194,192.3641,,,
0.88,-345.8474,192.5621,,,
0.89,-345.8875,192.7581,,,
0.9,-345.9202,192.9554,,,
0.91,-345.9434,193.15400000000002,,,
0.92,-345.9571,193.3535,,,
0.93,-345.9847,193.5516,,,
0.94,-346.0116,193.7498,,,
0.95,-346.0568,193.9446,,,
0.96,-346.1117,194.137,,,
0.97,-346.147,194.3338,,,
0.98,-346.1756,194.5318,,,
0.99,-346.1876,194.7314,,,
1.0,-346.1876,194.7314,True,False,False
1.01,-346.0812,194.9007,,,
1.02,-345.9612,195.0607,,,
1.03,-345.8432,195.2222,,,
1.04,-345.7375,195.392,,,
1.05,-345.63300000000004,195.5625,,,
1.06,-345.5389,195.739,,,
1.07,-345.4466,195.9164,,,
1.08,-345.3694,196.1009,,,
1.09,-345.3088,196.2915,,,
1.1,-345.2489,196.4823,,,
1.11,-345.1757,196.6685,,,
1.12,-345.0981,196.8528,,,
1.13,-345.0451,197.0456,,,
1.14,-344.9736,197.2324,,,
1.15,-344.9053,197.4204,,,
1.16,-344.8294,197.6054,,,
1.17,-344.7515,197.7896,,,
1.18,-344.6715,197.97299999999998,,,
1.19,-344.5949,198.1577,,,
1.2,-344.5186,198.3426,,,
1.21,-344.4581,198.5332,,,
1.22,-344.3945,198.7228,,,
1.23,-344.3204,198.9086,,,
1.24,-344.236,199.0899,,,
1.25,-344.1518,199.2713,,,
1.26,-344.0438,199.4397,,,
1.27,-343.9392,199.6101,,,
1.28,-343.8449,199.7865,,,
1.29,-343.7313,199.9511,,,
1.3,-343.6219,200.1185,,,
1.31,-343.5278,200.295,,,
1.32,-343.4413,200.4753,,,
1.33,-343.35400000000004,200.6553,,,
1.34,-343.2541,200.8285,,,
1.35,-343.1613,201.0057,,,
1.36,-343.0687,201.183,,,
1.37,-342.9827,201.3635,,,
1.38,-342.9033,201.5471,,,
1.39,-342.8248,201.731,,,
1.4,-342.7411,201.9127,,,
1.41,-342.6577,202.0945,,,
1.42,-342.56199999999995,202.2701,,,
1.43,-342.4746,202.45,,,
1.44,-342.4001,202.6356,,,
1.45,-342.3229,202.8201,,,
1.46,-342.2356,203.0,,,
1.47,-342.151,203.1812,,,
1.48,-342.0572,203.3579,,,
1.49,-341.9658,203.5358,,,
1.5,-341.884,203.7183,,,
1.51,-341.7952,203.8975,,,
1.52,-341.6793,204.0605,,,
1.53,-341.5768,204.2322,,,
1.54,-341.4773,204.4057,,,
1.55,-341.3712,204.5753,,,
1.56,-341.2529,204.7365,,,
1.57,-341.1315,204.8955,,,
1.58,-341.0244,205.0644,,,
1.59,-340.9047,205.2246,,,
1.6,-340.7868,205.3861,,,
1.61,-340.6766,205.553,,,
1.62,-340.5662,205.7198,,,
1.63,-340.444,205.8782,,,
1.64,-340.3483,206.0538,,,
1.65,-340.2651,206.2356,,,
1.66,-340.1829,206.418,,,
1.67,-340.1041,206.6018,,,
1.68,-340.0295,206.7873,,,
1.69,-339.9484,206.9702,,,
1.7,-339.8805,207.1583,,,
1.71,-339.8302,207.3519,,,
1.72,-339.7784,207.545,,,
1.73,-339.7264,207.7382,,,
1.74,-339.6801,207.9327,,,
1.75,-339.6272,208.1256,,,
1.76,-339.5745,208.3185,,,
1.77,-339.5304,208.5136,,,
1.78,-339.4572,208.6997,,,
1.79,-339.3795,208.88400000000001,,,
1.8,-339.3073,209.0706,,,
1.81,-339.2158,209.2483,,,
1.82,-339.1173,209.4224,,,
1.83,-339.0628,209.6149,,,
1.84,-339.0175,209.8097,,,
1.85,-338.9832,210.0067,,,
1.86,-338.945,210.203,,,
1.87,-338.918,210.4012,,,
1.88,-338.8848,210.5984,,,
1.89,-338.8206,210.7878,,,
1.9,-338.7715,210.9817,,,
1.91,-338.7152,211.1736,,,
1.92,-338.6509,211.363,,,
1.93,-338.5974,211.5557,,,
1.94,-338.5469,211.7492,,,
1.95,-338.5064,211.9451,,,
1.96,-338.4893,212.1444,,,
1.97,-338.4847,212.3443,,,
1.98,-338.4788,212.5442,,,
1.99,-338.4643,212.7437,,,
2.0,-338.4643,212.7437,True,False,False
2.01,-338.5699,212.9136,,,
2.02,-338.6554,213.0944,,,
2.03,-338.7526,213.2692,,,
2.04,-338.8416,213.4483,,,
2.05,-338.9507,213.6159,,,
2.06,-339.0235,213.8022,,,
2.07,-339.0938,213.9894,,,
2.08,-339.1547,214.1799,,,
2.09,-339.2192,214.3692,,,
2.1,-339.2798,214.5598,,,
2.11,-339.3594,214.7433,,,
2.12,-339.4464,214.9234,,,
2.13,-339.5156,215.111,,,
2.14,-339.5872,215.2978,,,
2.15,-339.6498,215.4877,,,
2.16,-339.7139,215.6772,,,
2.17,-339.778,215.8666,,,
2.18,-339.8291,216.06,,,
2.19,-339.85699999999997,216.25799999999998,,,
2.2,-339.8792,216.4568,,,
2.21,-339.9034,216.6553,,,
2.22,-339.9276,216.8539,,,
2.23,-339.977,217.0477,,,
2.24,-340.0271,217.2413,,,
2.25,-340.0693,217.4368,,,
2.26,-340.1053,217.6335,,,
2.27,-340.1396,217.8305,,,
2.28,-340.1847,218.0254,,,
2.29,-340.2253,218.2212,,,
2.3,-340.2673,218.4168,,,
2.31,-340.3061,218.613,,,
2.32,-340.3403,218.81,,,
2.33,-340.3611,219.00900000000001,,,
2.34,-340.3761,219.2084,,,
2.35,-340.407,219.40599999999998,,,
2.36,-340.4438,219.6026,,,
2.37,-340.4804,219.7992,,,
2.38,-340.5248,219.9942,,,
2.39,-340.5823,220.1858,,,
2.4,-340.6318,220.3795,,,
2.41,-340.68699999999995,220.5718,,,
2.42,-340.7488,220.762,,,
2.43,-340.8356,220.9422,,,
2.44,-340.9203,221.1233,,,
2.45,-341.0131,221.3005,,,
2.46,-341.1158,221.4721,,,
2.47,-341.2171,221.6446,,,
2.48,-341.3127,221.8203,,,
2.49,-341.3978,222.0012,,,
2.5,-341.4939,222.1766,,,
2.51,-341.5829,222.3557,,,
2.52,-341.67199999999997,222.5348,,,
