time,x,y,tumble,label_true,label_pred
0.0,-322.1532,-315.5969,True,False,False
0.01,-322.1558,-315.7969,,,
0.02,-322.161,-315.9968,,,
0.03,-322.1705,-316.1966,,,
0.04,-322.1706,-316.3966,,,
0.05,-322.1641,-316.5965,,,
0.06,-322.1652,-316.7965,,,
0.07,-322.1552,-316.9962,,,
0.08,-322.1379,-317.1955,,,
0.09,-322.1063,-317.393,,,
0.1,-322.0749,-317.5905,,,
0.11,-322.0556,-317.7896,,,
0.12,-322.0362,-317.9886,,,
0.13,-322.009,-318.1868,,,
0.14,-321.9762,-318.3841,,,
0.15,-321.9309,-318.5789,,,
0.16,-321.8837,-318.7732,,,
0.17,-321.8362,-318.9675,,,
0.18,-321.7754,-319.158,,,
0.19,-321.7023,-319.3442,,,
0.2,-321.616,-319.5246,,,
0.21,-321.5434,-319.711,,,
0.22,-321.48400000000004,-319.9019,,,
0.23,-321.4245,-320.0929,,,
0.24,-321.3808,-320.288,,,
0.25,-321.3298,-320.4814,,,
0.26,-321.2605,-320.6691,,,
0.27,-321.2371,-320.8677,,,
0.28,-321.2303,-321.0676,,,
0.29,-321.2362,-321.2675,,,
0.3,-321.2455,-321.4673,,,
0.31,-321.2549,-321.66700000000003,,,
0.32,-321.2678,-321.8666,,,
0.33,-321.275,-322.0665,,,
0.34,-321.2742,-322.2665,,,
0.35,-321.2398,-322.4635,,,
0.36,-321.2029,-322.6601,,,
0.37,-321.1721,-322.8577,,,
0.38,-321.152,-323.0567,,,
0.39,-321.1458,-323.2566,,,
0.4,-321.1328,-323.4562,,,
0.41,-321.1077,-323.6546,,,
0.42,-321.0574,-323.8482,,,
0.43,-321.0066,-324.0416,,,
0.44,-320.9552,-324.2349,,,
0.45,-320.9423,-324.4345,,,
0.46,-320.9274,-324.6339,,,
0.47,-320.9004,-324.8321,,,
0.48,-320.8904,-325.0318,,,
0.49,-320.8747,-325.2312,,,
0.5,-320.8646,-325.4309,,,
0.51,-320.8461,-325.6301,,,
0.52,-320.8306,-325.8295,,,
0.53,-320.828,-326.0295,,,
0.54,-320.8315,-326.2294,,,
0.55,-320.8281,-326.4294,,,
0.56,-320.8141,-326.6289,,,
0.57,-320.7974,-326.8282,,,
0.58,-320.7752,-327.027,,,
0.59,-320.7515,-327.2256,,,
0.6,-320.7484,-327.4256,,,
0.61,-320.7298,-327.6247,,,
0.62,-320.7083,-327.8235,,,
0.63,-320.6724,-328.0203,,,
0.64,-320.606,-328.2089,,,
0.65,-320.555,-328.4023,,,
0.66,-320.4916,-328.592,,,
0.67,-320.4431,-328.786,,,
0.68,-320.3751,-328.9741,,,
0.69,-320.3217,-329.1669,,,
0.7,-320.2833,-329.3631,,,
0.71,-320.2242,-329.5542,,,
0.72,-320.1527,-329.741,,,
0.73,-320.0746,-329.9251,,,
0.74,-319.9774,-330.0999,,,
0.75,-319.8821,-330.2757,,,
0.76,-319.7822,-330.449,,,
0.77,-319.6877,-330.6253,,,
0.78,-319.5746,-330.7902,,,
0.79,-319.4703,-330.9608,,,
0.8,-319.3765,-331.1375,,,
0.81,-319.2946,-331.3199,,,
0.82,-319.1923,-331.4918,,,
0.83,-319.0669,-331.6476,,,
0.84,-318.9495,-331.8095,,,
0.85,-318.8222,-331.9638,,,
0.86,-318.6887,-332.1127,,,
0.87,-318.5695,-332.2733,,,
0.88,-318.4407,-332.4263,,,
0.89,-318.2968,-332.5652,,,
0.9,-318.1538,-332.705,,,
0.91,-318.0076,-332.8416,,,
0.92,-317.8594,-332.9758,,,
0.93,-317.7164,-333.1156,,,
0.94,-317.5836,-333.2652,,,
