time,x,y,tumble,label_true,label_pred
0.0,357.8682,299.5229,True,False,False
0.01,358.066,299.4931,,,
0.02,358.2591,299.4408,,,
0.03,358.45099999999996,299.3847,,,
0.04,358.6459,299.3397,,,
0.05,358.8433,299.3074,,,
0.06,359.0403,299.2731,,,
0.07,359.2378,299.2413,,,
0.08,359.4362,299.2164,,,
0.09,359.6353,299.1976,,,
0.1,359.8331,299.1681,,,
0.11,360.0317,299.1443,,,
0.12,360.2298,299.1169,,,
0.13,360.4282,299.0913,,,
0.14,360.62699999999995,299.0702,,,
0.15,360.8264,299.0543,,,
0.16,361.0258,299.0388,,,
0.17,361.2254,299.0266,,,
0.18,361.4251,299.0151,,,
0.19,361.6233,298.988,,,
0.2,361.82099999999997,298.9578,,,
0.21,362.0158,298.9127,,,
0.22,362.2077,298.8563,,,
0.23,362.3952,298.7866,,,
0.24,362.5709,298.6911,,,
0.25,362.7454,298.5934,,,
0.26,362.9196,298.4951,,,
0.27,363.1008,298.4106,,,
0.28,363.2867,298.3367,,,
0.29,363.4795,298.2837,,,
0.3,363.6721,298.2295,,,
0.31,363.8599,298.1609,,,
0.32,364.0491,298.096,,,
0.33,364.2387,298.0323,,,
0.34,364.4266,297.9638,,,
0.35,364.6101,297.8843,,,
0.36,364.7921,297.8013,,,
0.37,364.9817,297.7376,,,
0.38,365.1746,297.6849,,,
0.39,365.3617,297.6143,,,
0.4,365.5537,297.5584,,,
0.41,365.7503,297.5215,,,
0.42,365.9449,297.4752,,,
0.43,366.1404,297.433,,,
0.44,366.3383,297.4041,,,
0.45,366.5322,297.3551,,,
0.46,366.7211,297.2895,,,
0.47,366.9163,297.2461,,,
0.48,367.1111,297.2004,,,
0.49,367.3045,297.1496,,,
0.5,367.4942,297.0862,,,
0.51,367.6799,297.012,,,
0.52,367.866,296.9388,,,
0.53,368.0517,296.8644,,,
0.54,368.2324,296.7788,,,
0.55,368.4118,296.6903,,,
0.56,368.5966,296.6137,,,
0.57,368.7794,296.5326,,,
0.58,368.9614,296.4497,,,
0.59,369.1469,296.3751,,,
0.6,369.3339,296.30400000000003,,,
0.61,369.525,296.2451,,,
0.62,369.7196,296.1988,,,
0.63,369.916,296.1611,,,
0.64,370.1136,296.1302,,,
0.65,370.3128,296.1122,,,
0.66,370.5122,296.0967,,,
0.67,370.7073,296.0528,,,
0.68,370.9031,296.0118,,,
0.69,371.0986,295.97,,,
0.7,371.2967,295.9424,,,
0.71,371.4967,295.9451,,,
0.72,371.6967,295.9495,,,
0.73,371.8967,295.9502,,,
0.74,372.0966,295.94599999999997,,,
0.75,372.2964,295.9542,,,
0.76,372.4964,295.9498,,,
0.77,372.6953,295.9292,,,
0.78,372.8913,295.8895,,,
0.79,373.0892,295.8601,,,
0.8,373.2854,295.8216,,,
0.81,373.4828,295.7893,,,
0.82,373.6722,295.7249,,,
0.83,373.8622,295.6627,,,
0.84,374.0513,295.5975,,,
0.85,374.233,295.514,,,
0.86,374.4126,295.4259,,,
0.87,374.589,295.3317,,,
0.88,374.7676,295.2416,,,
0.89,374.9542,295.1697,,,
0.9,375.1394,295.0941,,,
0.91,375.3201,295.0084,,,
0.92,375.4957,294.9127,,,
0.93,375.6764,294.827,,,
0.94,375.8518,294.7309,,,
0.95,376.029,294.6382,,,
0.96,376.2122,294.5579,,,
0.97,376.3909,294.4682,,,
0.98,376.5716,294.3823,,,
0.99,376.75300000000004,294.2981,,,
1.0,376.75300000000004,294.2981,True,False,False
1.01,376.6743,294.482,,,
1.02,376.5971,294.6665,,,
1.03,376.525,294.853,,,
1.04,376.4534,295.0398,,,
1.05,376.3766,295.2244,,,
1.06,376.2984,295.4085,,,
1.07,376.2299,295.5964,,,
1.08,376.1867,295.7917,,,
1.09,376.1604,295.99,,,
1.1,376.1361,296.1885,,,
1.11,376.1317,296.3884,,,
1.12,376.10699999999997,296.5869,,,
1.13,376.0769,296.7846,,,
1.14,376.056,296.9835,,,
1.15,376.0303,297.1819,,,
1.16,375.9878,297.3773,,,
1.17,375.94300000000004,297.5722,,,
1.18,375.8815,297.7626,,,
1.19,375.7959,297.9433,,,
1.2,375.6931,298.1148,,,
1.21,375.5673,298.2703,,,
1.22,375.4294,298.4152,,,
1.23,375.3044,298.5713,,,
1.24,375.1875,298.7336,,,
1.25,375.0735,298.8979,,,
1.26,374.9674,299.0674,,,
1.27,374.8569,299.2341,,,
1.28,374.7627,299.4106,,,
1.29,374.6557,299.5796,,,
1.3,374.5457,299.7466,,,
1.31,374.4405,299.9167,,,
1.32,374.3187,300.0753,,,
1.33,374.2195,300.249,,,
1.34,374.1158,300.42,,,
1.35,374.0228,300.597,,,
1.36,373.9357,300.7771,,,
1.37,373.8318,300.948,,,
1.38,373.7292,301.1196,,,
1.39,373.6153,301.284,,,
1.4,373.50199999999995,301.4489,,,
1.41,373.3958,301.6183,,,
1.42,373.2813,301.7823,,,
1.43,373.1682,301.9473,,,
1.44,373.0406,302.1013,,,
1.45,372.9198,302.2607,,,
1.46,372.8026,302.4227,,,
1.47,372.6794,302.5803,,,
1.48,372.5513,302.7339,,,
1.49,372.4173,302.8823,,,
1.5,372.2836,303.0311,,,
1.51,372.1502,303.1801,,,
1.52,372.0098,303.3225,,,
1.53,371.8746,303.4699,,,
1.54,371.7403,303.6182,,,
1.55,371.5972,303.7579,,,
1.56,371.4714,303.9133,,,
1.57,371.3334,304.0581,,,
1.58,371.191,304.1985,,,
1.59,371.0444,304.3346,,,
1.6,370.8868,304.4578,,,
1.61,370.7308,304.5829,,,
1.62,370.5693,304.7009,,,
1.63,370.397,304.8023,,,
1.64,370.2234,304.9018,,,
1.65,370.0468,304.9955,,,
1.66,369.8736,305.0956,,,
1.67,369.7019,305.1981,,,
1.68,369.5242,305.29,,,
1.69,369.3521,305.3919,,,
1.7,369.1811,305.4957,,,
1.71,369.0132,305.6042,,,
1.72,368.838,305.7007,,,
1.73,368.6552,305.782,,,
1.74,368.4734,305.8652,,,
1.75,368.2939,305.9534,,,
1.76,368.1109,306.0341,,,
1.77,367.9321,306.1238,,,
1.78,367.7653,306.23400000000004,,,
1.79,367.5952,306.3393,,,
1.8,367.4243,306.4433,,,
1.81,367.2528,306.546,,,
1.82,367.0698,306.6268,,,
1.83,366.8781,306.6839,,,
1.84,366.6905,306.753,,,
1.85,366.5064,306.8313,,,
1.86,366.3215,306.9074,,,
1.87,366.1471,307.0054,,,
1.88,365.9821,307.1184,,,
1.89,365.8218,307.238,,,
1.9,365.6588,307.3539,,,
1.91,365.4983,307.4733,,,
1.92,365.3371,307.5916,,,
1.93,365.1744,307.7079,,,
1.94,365.0132,307.8263,,,
1.95,364.8433,307.9319,,,
1.96,364.6708,308.033,,,
1.97,364.4859,308.1093,,,
1.98,364.2954,308.1703,,,
1.99,364.1026,308.2235,,,
2.0,363.9089,308.27299999999997,False,True,True
2.01,363.7154,308.3239,False,True,True
2.02,363.5197,308.365,False,True,True
2.03,363.3206,308.3835,False,True,True
2.04,363.121,308.3962,False,True,True
2.05,362.921,308.401,False,True,True
