time,x,y,tumble,label_true,label_pred
0.0,-396.3691,265.7505,True,False,False
0.01,-396.4578,265.9298,,,
0.02,-396.5372,266.1134,,,
0.03,-396.6193,266.2957,,,
0.04,-396.6952,266.4808,,,
0.05,-396.7728,266.6651,,,
0.06,-396.8756,266.8366,,,
0.07,-396.9822,267.0059,,,
0.08,-397.0967,267.1698,,,
0.09,-397.2191,267.328,,,
0.1,-397.3554,267.4744,,,
0.11,-397.4875,267.6245,,,
0.12,-397.6266,267.7682,,,
0.13,-397.7644,267.9131,,,
0.14,-397.8924,268.0669,,,
0.15,-398.0339,268.2082,,,
0.16,-398.1724,268.3525,,,
0.17,-398.3197,268.4878,,,
0.18,-398.4646,268.6256,,,
0.19,-398.6037,268.7693,,,
0.2,-398.7562,268.8987,,,
0.21,-398.9042,269.0333,,,
0.22,-399.0423,269.1779,,,
0.23,-399.1858,269.3173,,,
0.24,-399.3341,269.4515,,,
0.25,-399.4874,269.5798,,,
0.26,-399.6428,269.7058,,,
0.27,-399.7766,269.8544,,,
0.28,-399.9079,270.0052,,,
0.29,-400.0521,270.1439,,,
0.3,-400.1937,270.2851,,,
0.31,-400.3368,270.4248,,,
0.32,-400.4532,270.5875,,,
0.33,-400.5641,270.7539,,,
0.34,-400.681,270.9162,,,
0.35,-400.7936,271.0815,,,
0.36,-400.9059,271.247,,,
0.37,-401.0143,271.4151,,,
0.38,-401.1225,271.5832,,,
0.39,-401.224,271.7556,,,
0.4,-401.3211,271.9304,,,
0.41,-401.4277,272.0997,,,
0.42,-401.5389,272.2659,,,
0.43,-401.6446,272.4356,,,
0.44,-401.7633,272.5966,,,
0.45,-401.8913,272.7504,,,
0.46,-402.0011,272.9175,,,
0.47,-402.1358,273.0653,,,
0.48,-402.2681,273.2153,,,
0.49,-402.4079,273.3584,,,
0.5,-402.5639,273.4835,,,
0.51,-402.722,273.606,,,
0.52,-402.8936,273.7087,,,
0.53,-403.0583,273.8222,,,
0.54,-403.2148,273.9468,,,
0.55,-403.3873,274.0479,,,
0.56,-403.5611,274.1469,,,
0.57,-403.7369,274.2423,,,
0.58,-403.9192,274.3244,,,
0.59,-404.0954,274.4191,,,
0.6,-404.2769,274.5031,,,
