Lambda,D_rot,score
1000000.0,0.0,7.00518609547471e-05
1000000.0,0.001,7.592178783371648e-05
1000000.0,0.01,7.138231990903355e-05
1000000.0,0.1,9.719979480487651e-05
1000000.0,0.2,0.00010506758275960732
1000000.0,1.0,0.0001421859381268099
