Lambda,D_rot,score
10000000.0,0.0,4.1780193687734264e-05
10000000.0,0.001,4.887204094762566e-05
10000000.0,0.01,5.1907282783883105e-05
10000000.0,0.1,7.977783660399178e-05
10000000.0,0.2,8.624933848087417e-05
10000000.0,1.0,0.00013085580993212715
