Lambda,D_rot,score
100000.0,0.0,0.8638549000000001
100000.0,0.001,0.8633974
100000.0,0.01,0.859821
100000.0,0.1,0.8370512
100000.0,0.2,0.8184696
100000.0,1.0,0.7295784
