,bin_edge,res_time
0,9.5,4972.64
1,14.41,8144.89
2,19.32,10070.08
3,24.23,11578.42
4,29.14,12916.86
5,34.05,13646.09
6,38.96,14321.61
7,43.870000000000005,14584.42
8,48.78,14766.79
9,53.69,14829.7
10,58.6,14759.550000000001
11,63.510000000000005,14610.0
12,68.42,14386.220000000001
13,73.33,14221.07
14,78.24000000000001,13974.92
15,83.15,13779.01
16,88.06,13409.62
17,92.97,13086.82
18,97.88,12815.59
19,102.79,12421.75
20,107.7,12156.75
21,112.61,11909.960000000001
22,117.52000000000001,11662.6
23,122.43,11539.16
24,127.34,11175.47
25,132.25,11048.76
26,137.16,10747.84
27,142.07,10516.800000000001
28,146.98000000000002,10305.02
29,151.89000000000001,10205.83
30,156.8,9932.37
31,161.71,9821.550000000001
32,166.62,9674.300000000001
33,171.53,9432.26
34,176.44,9319.68
35,181.35,9176.7
36,186.26,9062.02
37,191.17000000000002,8956.050000000001
38,196.08,8764.83
39,200.99,8780.93
40,205.9,8652.37
41,210.81,8568.78
42,215.72,8474.0
43,220.63,8302.630000000001
44,225.54000000000002,8165.8
45,230.45000000000002,8042.2
46,235.36,7910.1
47,240.27,7775.54
48,245.18,7712.2
49,250.09,7525.27
50,255.0,7393.3
51,259.90999999999997,7251.41
52,264.82,7230.42
53,269.73,7057.08
54,274.64,6974.45
55,279.55,6772.900000000001
56,284.46000000000004,6681.77
57,289.37,6501.97
58,294.28000000000003,6497.16
59,299.19,6369.97
60,304.1,6249.67
61,309.01,6027.39
62,313.92,6026.400000000001
63,318.83,5854.82
64,323.74,5741.55
65,328.65000000000003,5585.17
66,333.56,5456.32
67,338.47,5317.16
68,343.38,5203.47
69,348.29,5102.57
70,353.2,4985.47
71,358.11,4876.79
72,363.02,4768.06
73,367.93,4721.82
74,372.84000000000003,4554.32
75,377.75,4433.42
76,382.66,4392.3
77,387.57,4298.6900000000005
78,392.48,4263.21
79,397.39,4200.61
80,402.3,4140.39
81,407.21000000000004,4074.4300000000003
82,412.12,3955.57
83,417.03000000000003,3889.6800000000003
84,421.94,3751.77
85,426.85,3719.5
86,431.76,3662.9300000000003
87,436.67,3555.67
88,441.58000000000004,3387.5
89,446.49,3257.21
90,451.40000000000003,3084.9
91,456.31,2945.16
92,461.22,2655.02
93,466.13,2463.9700000000003
94,471.04,2172.36
95,475.95,1830.13
96,480.86,1484.3
97,485.77000000000004,1178.45
98,490.68,840.25
99,495.59000000000003,497.22
100,500.5,
