,bin_edge,res_time
0,9.5,5909.34
1,14.41,9717.43
2,19.32,11205.97
3,24.23,12654.03
4,29.14,13593.6
5,34.05,14070.18
6,38.96,14051.7
7,43.870000000000005,13919.26
8,48.78,13730.86
9,53.69,13213.75
10,58.6,12704.27
11,63.510000000000005,12261.16
12,68.42,11569.28
13,73.33,10889.210000000001
14,78.24000000000001,10436.04
15,83.15,9833.15
16,88.06,9312.77
17,92.97,8836.81
18,97.88,8532.0
19,102.79,8084.820000000001
20,107.7,7726.2300000000005
21,112.61,7313.78
22,117.52000000000001,7059.51
23,122.43,6831.42
24,127.34,6543.3
25,132.25,6408.6
26,137.16,6146.39
27,142.07,5891.37
28,146.98000000000002,5688.85
29,151.89000000000001,5498.1
30,156.8,5366.76
31,161.71,5212.64
32,166.62,5129.67
33,171.53,5025.46
34,176.44,4935.9400000000005
35,181.35,4801.8
36,186.26,4695.02
37,191.17000000000002,4633.4800000000005
38,196.08,4494.79
39,200.99,4386.51
40,205.9,4292.6
41,210.81,4180.68
42,215.72,4048.34
43,220.63,3981.1600000000003
44,225.54000000000002,3955.26
45,230.45000000000002,3915.62
46,235.36,3821.7000000000003
47,240.27,3702.84
48,245.18,3672.13
49,250.09,3588.78
50,255.0,3508.7000000000003
51,259.90999999999997,3415.25
52,264.82,3343.94
53,269.73,3274.04
54,274.64,3203.23
55,279.55,3112.5
56,284.46000000000004,3019.92
57,289.37,2934.93
58,294.28000000000003,2815.52
59,299.19,2751.16
60,304.1,2706.87
61,309.01,2631.55
62,313.92,2530.05
63,318.83,2446.86
64,323.74,2330.7000000000003
65,328.65000000000003,2238.7000000000003
66,333.56,2150.87
67,338.47,2083.11
68,343.38,2014.45
69,348.29,1929.93
70,353.2,1863.14
71,358.11,1798.6200000000001
72,363.02,1731.56
73,367.93,1667.8700000000001
74,372.84000000000003,1613.23
75,377.75,1559.15
76,382.66,1499.32
77,387.57,1424.6100000000001
78,392.48,1377.29
79,397.39,1330.06
80,402.3,1274.2
81,407.21000000000004,1260.48
82,412.12,1217.05
83,417.03000000000003,1192.39
84,421.94,1173.4
85,426.85,1151.22
86,431.76,1140.4
87,436.67,1111.93
88,441.58000000000004,1094.38
89,446.49,1084.22
90,451.40000000000003,1044.72
91,456.31,990.1
92,461.22,935.76
93,466.13,874.03
94,471.04,823.97
95,475.95,703.14
96,480.86,565.1
97,485.77000000000004,449.97
98,490.68,321.47
99,495.59000000000003,214.97
100,500.5,
