bin_edge,ci
9.5,0.3590982648032626
14.41,0.23672032573459761
19.32,0.19969472789283152
24.23,0.1783301698668944
29.14,0.16525931784303205
34.05,0.1609982751835837
38.96,0.1598651660612144
43.870000000000005,0.16183006527640137
48.78,0.16354560113833855
53.69,0.17027874976240367
58.6,0.1767314371554495
63.510000000000005,0.1851560890314294
68.42,0.19250914401284475
73.33,0.20038916935784193
78.24000000000001,0.21300944306122718
83.15,0.22363248579991693
88.06,0.23445540218497232
92.97,0.24567566930378498
97.88,0.259834688824651
102.79,0.26955459919144226
107.7,0.2846970998545886
112.61,0.29857331029094053
117.52000000000001,0.3100795339151414
122.43,0.32372730883208073
127.34,0.33143616923933006
132.25,0.34876599136739306
137.16,0.35772124410889333
142.07,0.36916366539776924
146.98000000000002,0.3809518561305839
151.89000000000001,0.38958566520251026
156.8,0.4011887360333831
161.71,0.40264451920779026
166.62,0.4112287819779557
171.53,0.4208606670070401
176.44,0.42781694482764465
181.35,0.4333699955159186
186.26,0.43374377239436185
191.17000000000002,0.43657059254705743
196.08,0.43650123692369824
200.99,0.4410326560449672
205.9,0.4540493479198825
210.81,0.4596946906704702
215.72,0.45964080060669704
220.63,0.46589605159856
225.54000000000002,0.4689567503473147
230.45000000000002,0.47120824371829323
235.36,0.47597328762346935
240.27,0.4736705165162252
245.18,0.47519514212145847
250.09,0.4817346858688236
255.0,0.49090272401295293
259.90999999999997,0.49763961261127276
264.82,0.49699425554101384
269.73,0.4949413179626804
274.64,0.49657300465761084
279.55,0.49869322950213335
284.46000000000004,0.509126285874523
289.37,0.5182664176359071
294.28000000000003,0.5214916715375002
299.19,0.5181503906050247
304.1,0.5126122200070449
309.01,0.5104660132067163
313.92,0.5175135891757702
318.83,0.515424401485218
323.74,0.5214484748374889
328.65000000000003,0.5186414175642228
333.56,0.5210648460840647
338.47,0.5203323463946785
343.38,0.5179272304465897
348.29,0.5162964849062005
353.2,0.518444163582386
358.11,0.5080170866864689
363.02,0.514015707748779
367.93,0.5090348482267384
372.84000000000003,0.5051084890902907
377.75,0.48736601353090137
382.66,0.4717931614066323
387.57,0.4754247187872314
392.48,0.459264850224737
397.39,0.4558662824111805
402.3,0.43688743608766073
407.21000000000004,0.41175875971104736
412.12,0.39283391394989436
417.03000000000003,0.37312092862659757
421.94,0.33675432339089567
426.85,0.2978700337046086
431.76,0.26357391077042913
436.67,0.2326434717349938
441.58000000000004,0.20053447126351148
446.49,0.15969080734048294
451.40000000000003,0.12129429425830801
456.31,0.08223560229385903
461.22,0.03713386250005732
466.13,-0.011435520704212306
471.04,-0.07379866239750055
475.95,-0.1467831836497271
480.86,-0.20878332308542064
485.77000000000004,-0.2513373558372857
490.68,-0.3581968961066197
495.59000000000003,-0.5440552512679548
500.5,
